split,duplicate_group,group_size,document_id,source_row,class_index,category,title,description
train,55,2,AGN-TRAIN-073940,73940,3,business,Lockheed Martin Profit Jumps 41 in Quarter,Lockheed Martin Corp. yesterday reported a 41 percent increase in profit during its third quarter as fighter jet and information technology demand continued to drive growth.
train,55,2,AGN-TRAIN-073972,73972,3,business,Lockheed Martin Profit Jumps 41 in Quarter,Lockheed Martin Corp. yesterday reported a 41 percent increase in profit during its third quarter as fighter jet and information technology demand continued to drive growth.
train,56,2,AGN-TRAIN-004527,4527,3,business,Nortel Will Cut Workforce by 10 Percent,"TORONTO, Aug. 19 -- Nortel Networks Corp. said Thursday it will slash its workforce by 3,500, or 10 percent, as it struggles to recover from an accounting scandal that toppled three top executives and led to a criminal investigation and lawsuits."
train,56,2,AGN-TRAIN-006077,6077,3,business,Nortel Will Cut Workforce by 10 Percent,"TORONTO, Aug. 19 -- Nortel Networks Corp. said Thursday it will slash its workforce by 3,500, or 10 percent, as it struggles to recover from an accounting scandal that toppled three top executives and led to a criminal investigation and lawsuits."
train,57,2,AGN-TRAIN-003930,3930,3,business,Oil Sets Record as New Violence Flares in Iraq,"LONDON (Reuters) - Oil prices struck a fresh record on Thursday, spurred higher by renewed violence in Iraq and fresh evidence that strong demand growth in China and India has not been slowed yet by higher energy costs."
train,57,2,AGN-TRAIN-003950,3950,3,business,Oil Sets Record as New Violence Flares in Iraq,"LONDON (Reuters) - Oil prices struck a fresh record on Thursday, spurred higher by renewed violence in Iraq and fresh evidence that strong demand growth in China and India has not been slowed yet by higher energy costs."
train,58,2,AGN-TRAIN-089591,89591,3,business,"Registers ring, stores are listening","Consumers shrugged off rising energy costs and kept spending in October, boosting retail sales and supporting forecasts of a solid holiday season ahead for retailers."
train,58,2,AGN-TRAIN-089616,89616,3,business,"Registers ring, stores are listening","Consumers shrugged off rising energy costs and kept spending in October, boosting retail sales and supporting forecasts of a solid holiday season ahead for retailers."
train,59,2,AGN-TRAIN-049321,49321,3,business,Supreme Court sidesteps credit card dispute,MasterCard and Visa no longer can block banks from issuing credit cards from competitors after the Supreme Court declined to hear their appeal Monday.
train,59,2,AGN-TRAIN-049351,49351,3,business,Supreme Court Sidesteps Credit Card Dispute,MasterCard and Visa no longer can block banks from issuing credit cards from competitors after the Supreme Court declined to hear their appeal Monday.
train,60,2,AGN-TRAIN-041817,41817,3,business,Time Warner And Comcast Discuss Bid for Adelphia,"Comcast said it was in talks with Time Warner to make a joint bid for Adelphia, which has been operating under bankruptcy protection."
train,60,2,AGN-TRAIN-041860,41860,3,business,Time Warner and Comcast Discuss Bid for Adelphia,"Comcast said it was in talks with Time Warner to make a joint bid for Adelphia, which has been operating under bankruptcy protection."
train,61,2,AGN-TRAIN-007589,7589,3,business,Toys R us Posts Operating Loss,"NEW YORK (Reuters) - Toys R Us Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TOY.N target=/stocks/quickinfo/fullquote""&gt;TOY.N&lt;/A&gt;, which is considering getting out of the toy business, on Monday posted a second-quarter operating loss on poor sales of video games and markdowns on older merchandise."
train,61,2,AGN-TRAIN-007644,7644,3,business,Toys R Us Posts Operating Loss,"NEW YORK (Reuters) - Toys R Us Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TOY.N target=/stocks/quickinfo/fullquote""&gt;TOY.N&lt;/A&gt;, which is considering getting out of the toy business, on Monday posted a second-quarter operating loss on poor sales of video games and markdowns on older merchandise."
train,62,2,AGN-TRAIN-004552,4552,3,business,US Airways asks pilots for 16.5 cut in pay,Struggling US Airways (UAIR) has asked its pilots to accept a 16.5 pay cut while giving them the chance to recoup some of the money by flying more.
train,62,2,AGN-TRAIN-005983,5983,3,business,US Airways asks pilots for 16.5 cut in pay,Struggling US Airways (UAIR) has asked its pilots to accept a 16.5 pay cut while giving them the chance to recoup some of the money by flying more.
train,63,2,AGN-TRAIN-118656,118656,3,business,"US Airways, Flight Attendants Closer to Deal","The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday."
train,63,2,AGN-TRAIN-118680,118680,3,business,"US Airways, Flight Attendants Closer to Deal","The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday."
train,64,2,AGN-TRAIN-105670,105670,3,business,US upholds tariffs on shrimp imports,"The Bush administration on Tuesday upheld the imposition of penalty tariffs on shrimp imports from China and Vietnam, handing a victory to beleaguered US shrimp producers."
train,64,2,AGN-TRAIN-105683,105683,3,business,US Upholds Tariffs on Shrimp Imports,"The Bush administration on Tuesday upheld the imposition of penalty tariffs on shrimp imports from China and Vietnam, handing a victory to beleaguered US shrimp producers."
train,65,2,AGN-TRAIN-010834,10834,3,business,US weekly jobless claims rise,"The US Labor Department said Thursday the number of workers filing first-time applications for unemployment benefits rose by 10,000 last week."
train,65,2,AGN-TRAIN-011042,11042,3,business,US Weekly Jobless Claims Rise,"The US Labor Department said Thursday the number of workers filing first-time applications for unemployment benefits rose by 10,000 last week."
train,66,2,AGN-TRAIN-062423,62423,3,business,What If a Sales Tax Were the Only Tax?,"Does replacing personal income and payroll taxes with a national sales tax, an idea President Bush has shown interest in, help the U.S. tax system?"
train,66,2,AGN-TRAIN-062519,62519,3,business,What if a Sales Tax Were the Only Tax?,"Does replacing personal income and payroll taxes with a national sales tax, an idea President Bush has shown interest in, help the U.S. tax system?"
train,67,2,AGN-TRAIN-043599,43599,3,business,World Bank Urges Poor Countries to Improve Investment Climates,"The World Bank wants the governments of poor countries to do more to improve their investment climates, action it described as central to economic growth and poverty reduction."
train,67,2,AGN-TRAIN-043712,43712,3,business,World bank urges poor countries to improve investment climates,"The World Bank wants the governments of poor countries to do more to improve their investment climates, action it described as central to economic growth and poverty reduction."
train,68,2,AGN-TRAIN-005323,5323,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - Id CEO,"NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the long-awaited PC video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it."
train,68,2,AGN-TRAIN-005424,5424,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - id CEO,"NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the long-awaited PC video game recently released to wide acclaim, is not likely to be released in 2004 dealing a blow to enthusiastic game players who are anxiously awaiting it."
train,69,2,AGN-TRAIN-005315,5315,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - Id CEO (Reuters),"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
train,69,2,AGN-TRAIN-005425,5425,4,sci_tech,'Doom 3' Game Unlikely for Xbox This Year - id CEO (Reuters),"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
train,70,2,AGN-TRAIN-003789,3789,4,sci_tech,'E-Junk' Recycling Still in Its Infancy (AP),"AP - When Office Depot, Inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received."
train,70,2,AGN-TRAIN-061450,61450,4,sci_tech,'e-Junk' Recycling Still in Its Infancy (AP),"AP - When Office Depot, Inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received."
train,71,2,AGN-TRAIN-071810,71810,4,sci_tech,'Grand Theft Auto' Seen Breaking Games Sales Record,"NEW YORK (Reuters) - When the violent video game ""Grand Theft Auto: San Andreas"" hits stores on Tuesday, its sales could eclipse Hollywood's most successful films, even as it draws the ire of critics."
train,71,2,AGN-TRAIN-071815,71815,4,sci_tech,'Grand Theft Auto' Seen Breaking Games Sales Record,"NEW YORK (Reuters) - When the violent video game ""Grand Theft Auto: San Andreas"" hits stores on Tuesday, its sales could eclipse Hollywood's most successful films, even as it draws the ire of critics."
train,72,2,AGN-TRAIN-083990,83990,4,sci_tech,8 eBay Sellers Admit to Phony Bids (AP),"AP - Eight eBay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices."
train,72,2,AGN-TRAIN-084756,84756,4,sci_tech,8 EBay Sellers Admit to Phony Bids (AP),"AP - Eight eBay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices."
train,73,2,AGN-TRAIN-044279,44279,4,sci_tech,Agere Adjusts for Soft Demand,"Facing soft demand from major customers, semiconductor and software specialist Agere Systems said it will lay off 500 people and close three facilities to cut costs."
train,73,2,AGN-TRAIN-044638,44638,4,sci_tech,Agere Adjusts For Soft Demand,"Facing soft demand from major customers, semiconductor and software specialist Agere Systems said it will lay off 500 people and close three facilities to cut costs."
train,74,2,AGN-TRAIN-067916,67916,4,sci_tech,Ancient Baby Bird Fossil Found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell."
train,74,2,AGN-TRAIN-071444,71444,4,sci_tech,Ancient baby bird fossil found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell."
train,75,2,AGN-TRAIN-107524,107524,4,sci_tech,Apple Launches ITunes Music Store in Canada,"SAN FRANCISCO (Reuters) - Apple Computer Inc. on Thursday launched its iTunes online music store in Canada, the 14th country in which the popular service is available."
train,75,2,AGN-TRAIN-107600,107600,4,sci_tech,Apple Launches iTunes Music Store in Canada,"SAN FRANCISCO (Reuters) - Apple Computer Inc. on Thursday launched its iTunes online music store in Canada, the 14th country in which the popular service is available."
train,76,2,AGN-TRAIN-004301,4301,4,sci_tech,Apple Recalls PowerBook Batteries,"Apple Computer this week launched a voluntary worldwide 15-inch PowerBook G4 battery exchange program to deal with 28,000 potentially faulty units."
train,76,2,AGN-TRAIN-005699,5699,4,sci_tech,Apple Recalls PowerBook Batteries,"Apple Computer this week launched a voluntary worldwide 15-inch PowerBook G4 battery exchange program to deal with 28,000 potentially faulty units."
train,77,2,AGN-TRAIN-045693,45693,4,sci_tech,AT amp;T Cuts Internet Phone Service Prices,"AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit."
train,77,2,AGN-TRAIN-045745,45745,4,sci_tech,AT amp;T cuts Internet phone service prices,"AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit."
train,78,2,AGN-TRAIN-004211,4211,4,sci_tech,AT amp;T strikes VoIP deals with cable,"In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers."
train,78,2,AGN-TRAIN-006240,6240,4,sci_tech,AT amp;T strikes VoIP deals with cable,"In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers."
train,79,2,AGN-TRAIN-004951,4951,4,sci_tech,Brazil tribe prove words count,"When it comes to counting, a remote Amazonian tribespeople have been found to be lost for words. Researchers discovered the Piraha tribe of Brazil, with a population of 200, have no words beyond one, two and many."
train,79,2,AGN-TRAIN-005853,5853,4,sci_tech,Brazil tribe prove words count,"When it comes to counting, a remote Amazonian tribespeople have been found to be lost for words. Researchers discovered the Piraha tribe of Brazil, with a population of 200, have no words beyond one, two and many."
train,80,2,AGN-TRAIN-101461,101461,4,sci_tech,Chicago to Sell City-Related Items on eBay (AP),"AP - City officials hope there are people willing to pay plenty of money to own a vintage Playboy Bunny costume, toss green dye into the Chicago River or throw a dinner party prepared by Oprah Winfrey's chef."
train,80,2,AGN-TRAIN-102091,102091,4,sci_tech,Chicago to Sell City-Related Items on EBay (AP),"AP - City officials hope there are people willing to pay plenty of money to own a vintage Playboy Bunny costume, toss green dye into the Chicago River or throw a dinner party prepared by Oprah Winfrey's chef."
train,81,2,AGN-TRAIN-062603,62603,4,sci_tech,Do Good! Win a Prize!,"While Nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?"
train,81,2,AGN-TRAIN-063330,63330,4,sci_tech,Do Good! Win a Prize!,"While Nobel Prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?"
train,82,2,AGN-TRAIN-095121,95121,4,sci_tech,Duffield: Oracle's skewing facts on stock sales,"PeopleSoft's CEO fires back at rival, saying it's wrong about his stock transactions. Both companies scramble ahead of Friday deadline."
train,82,2,AGN-TRAIN-095226,95226,4,sci_tech,Duffield: Oracle's skewing facts on stock sales,"PeopleSoft's CEO fires back at rival, saying it's wrong about his stock transactions. Both companies scramble ahead of Friday deadline."
train,83,2,AGN-TRAIN-013158,13158,4,sci_tech,Duke Welcomes Freshmen With New IPods (AP),"AP - Newly arrived Duke University freshmen got something considerably snazzier than the usual Blue Devils T-shirts and ball caps: Their goodie bags included a free iPod digital music player engraved with the school's crest and the words ""Class of 2008."""
train,83,2,AGN-TRAIN-013480,13480,4,sci_tech,Duke Welcomes Freshmen With New iPods (AP),"AP - Newly arrived Duke University freshmen got something considerably snazzier than the usual Blue Devils T-shirts and ball caps: Their goodie bags included a free iPod digital music player engraved with the school's crest and the words ""Class of 2008."""
train,84,2,AGN-TRAIN-004861,4861,4,sci_tech,EA game #39;Madden #39; tops 1.3 million first week,"quot;Madden NFL 2005, quot; the latest version of Electronic Arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said Thursday, citing internal figures."
train,84,2,AGN-TRAIN-006381,6381,4,sci_tech,EA game #39;Madden #39; tops 1.3 million first week,"quot;Madden NFL 2005, quot; the latest version of Electronic Arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said Thursday, citing internal figures."
train,85,2,AGN-TRAIN-094094,94094,4,sci_tech,EBay Agrees to Limit Racial Slurs on Auction Site (Reuters),Reuters - Internet auction house eBay Inc.\said on Wednesday it would limit the use of racial slurs after\U.S. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.
train,85,2,AGN-TRAIN-094647,94647,4,sci_tech,eBay Agrees to Limit Racial Slurs on Auction Site (Reuters),Reuters - Internet auction house eBay Inc.\said on Wednesday it would limit the use of racial slurs after\U.S. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.
train,86,2,AGN-TRAIN-111612,111612,4,sci_tech,EU wants to make Internet safe for children,The European Union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the Internet.
train,86,2,AGN-TRAIN-111630,111630,4,sci_tech,EU Wants to Make Internet Safe for Children,The European Union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the Internet.
train,87,2,AGN-TRAIN-005028,5028,4,sci_tech,Flaws and a Delay for XP SP2,"Just one day after Microsoft delayed the delivery of its Windows XP Service Pack 2 (XP SP2) update for the Professional Edition, a German research firm announced the discovery of two security flaws in the application."
train,87,2,AGN-TRAIN-007825,7825,4,sci_tech,Flaws and a Delay for XP SP2,"Just one day after Microsoft delayed the delivery of its Windows XP Service Pack 2 (XP SP2) update for the Professional Edition, a German research firm announced the discovery of two security flaws in the application."
train,88,2,AGN-TRAIN-005213,5213,4,sci_tech,Google #39;s ups and downs,"Google #39;s long-awaited public offering finally made it to the street, but the search is still on for Microsoft #39;s Windows update."
train,88,2,AGN-TRAIN-005651,5651,4,sci_tech,Google #39;s ups and downs,"Google #39;s long-awaited public offering finally made it to the street, but the search is still on for Microsoft #39;s Windows update."
train,89,2,AGN-TRAIN-001746,1746,4,sci_tech,IBM adds four-way 550 server to new i5 product line,"IBM Corp. bolstered the new eServer i5 server lineup with the i5 550, a new system based on the Power 5 chip that can run multiple operating systems."
train,89,2,AGN-TRAIN-001752,1752,4,sci_tech,IBM adds four-way 550 server to new i5 product line,"IBM Corp. bolstered the new eServer i5 server lineup with the i5 550, a new system based on the Power 5 chip that can run multiple operating systems."
train,90,2,AGN-TRAIN-025202,25202,4,sci_tech,IBM triples transistor performance with germanium,"IBM has successfully demonstrated a new technique for improving transistor performance that will help the company build smaller, more powerful chips in the next decade, company researchers said Monday."
train,90,2,AGN-TRAIN-026455,26455,4,sci_tech,IBM Triples Transistor Performance with Germanium,"IBM has successfully demonstrated a new technique for improving transistor performance that will help the company build smaller, more powerful chips in the next decade, company researchers said Monday."
train,91,2,AGN-TRAIN-005500,5500,4,sci_tech,IE Flaw Affects Windows XP SP2 Systems,"The quot;highly criticial quot; vulnerability affects Internet Explorer 5.01, 5.5, and 6 on fully patched PCs running either Windows XP SP1 or the newer SP2."
train,91,2,AGN-TRAIN-005697,5697,4,sci_tech,IE Flaw Affects Windows XP SP2 Systems,"The quot;highly criticial quot; vulnerability affects Internet Explorer 5.01, 5.5, and 6 on fully patched PCs running either Windows XP SP1 or the newer SP2."
train,92,2,AGN-TRAIN-029097,29097,4,sci_tech,Infineon to Pay a Fine in the Fixing Of Chip Prices,Federal prosecutors cracked a global cartel that had illegally fixed prices of memory chips in personal computers and servers for three years.
train,92,2,AGN-TRAIN-030388,30388,4,sci_tech,Infineon to Pay a Fine in the Fixing of Chip Prices,Federal prosecutors cracked a global cartel that had illegally fixed prices of memory chips in personal computers and servers for three years.
train,93,2,AGN-TRAIN-037390,37390,4,sci_tech,Ireland Cracks Down on Internet Fraud,Ireland has become the first country on earth to cut off direct-dialed calls to entire nations in a bid to crack down on Internet-based fraud.
train,93,2,AGN-TRAIN-037506,37506,4,sci_tech,Ireland cracks down on Internet fraud,Ireland has become the first country on earth to cut off direct-dialed calls to entire nations in a bid to crack down on Internet-based fraud.
train,94,2,AGN-TRAIN-072063,72063,4,sci_tech,"John Deere, IRobot Team Up to Make Robot (AP)","AP - In a trailblazing pairing of robotics and tractor companies, iRobot and John Deere announced plans Monday to build a 9-foot-long semi-autonomous battlefield vehicle."
train,94,2,AGN-TRAIN-072110,72110,4,sci_tech,"John Deere, iRobot Team Up to Make Robot (AP)","AP - In a trailblazing pairing of robotics and tractor companies, iRobot and John Deere announced plans Monday to build a 9-foot-long semi-autonomous battlefield vehicle."
train,95,2,AGN-TRAIN-096250,96250,4,sci_tech,Let the handheld games begin,It #39;s the fight computer gamers have been waiting for. But the latest duel between wise old master Nintendo and challenger Sony is not taking place on a TV screen.
train,95,2,AGN-TRAIN-096472,96472,4,sci_tech,Let the Handheld Games Begin,It #39;s the fight computer gamers have been waiting for. But the latest duel between wise old master Nintendo and challenger Sony is not taking place on a TV screen.
train,96,2,AGN-TRAIN-004859,4859,4,sci_tech,Lindows halts stock release,Linux supplier Lindows has announced it has called a halt to the initial public offering of its common stock after filing for registration in April.
train,96,2,AGN-TRAIN-005796,5796,4,sci_tech,Lindows halts stock release,Linux supplier Lindows has announced it has called a halt to the initial public offering of its common stock after filing for registration in April.
train,97,2,AGN-TRAIN-003456,3456,4,sci_tech,Mars Rover Finds Mysterious Rocks and More Signs of Water,"ith one Mars rover climbing into the hills and the other descending deep into a crater, scientists yesterday reported the discovery of several mysterious rock structures along with yet more signs that Mars was once awash in water."
train,97,2,AGN-TRAIN-005647,5647,4,sci_tech,Mars Rover Finds Mysterious Rocks and More Signs of Water,"ith one Mars rover climbing into the hills and the other descending deep into a crater, scientists yesterday reported the discovery of several mysterious rock structures along with yet more signs that Mars was once awash in water."
train,98,2,AGN-TRAIN-112163,112163,4,sci_tech,Microsoft helps in bogus degrees case,"Some sleuthing by software giant Microsoft Corp. helped track down two brothers who authorities say sold bogus college degrees over the Internet, including an MBA that was issued to a housecat."
train,98,2,AGN-TRAIN-112284,112284,4,sci_tech,Microsoft Helps in Bogus Degrees Case,"Some sleuthing by software giant Microsoft Corp. helped track down two brothers who authorities say sold bogus college degrees over the Internet, including an MBA that was issued to a housecat."
train,99,2,AGN-TRAIN-001674,1674,4,sci_tech,Microsoft readies Host Integration Server 2004,"In a continued effort to compete with IBM Corp. and its WebSphere offerings, Microsoft Corp. on Tuesday announced imminent availability of Host Integration Server 2004."
train,99,2,AGN-TRAIN-001687,1687,4,sci_tech,Microsoft readies Host Integration Server 2004,"In a continued effort to compete with IBM Corp. and its WebSphere offerings, Microsoft Corp. on Tuesday announced imminent availability of Host Integration Server 2004."
train,100,2,AGN-TRAIN-046432,46432,4,sci_tech,Microsoft Tests MSN Messenger 7.0,"A select group of testers next week will get an early look at MSN Messenger 7.0, the next version of Microsoft #39;s popular instant messaging client."
train,100,2,AGN-TRAIN-046770,46770,4,sci_tech,Microsoft tests MSN Messenger 7.0,"A select group of testers next week will get an early look at MSN Messenger 7.0, the next version of Microsoft #39;s popular instant messaging client."
train,101,2,AGN-TRAIN-005506,5506,4,sci_tech,Moveon.org subscriber-data leaked through search,Subscribers to Moveon.org #39;s mailing lists may have found their interest in the anti-Bush political site a matter of public record.
train,101,2,AGN-TRAIN-005877,5877,4,sci_tech,Moveon.org subscriber-data leaked through search,Subscribers to Moveon.org #39;s mailing lists may have found their interest in the anti-Bush political site a matter of public record.
train,102,2,AGN-TRAIN-082146,82146,4,sci_tech,Munch Museum to Stay Closed Well Into 2005,Oslo #39;s Munch Museum could remain closed until June 2005 while officials upgrade its security system following a brazen daylight robbery in August of two Edvard Munch masterpieces.
train,102,2,AGN-TRAIN-082406,82406,4,sci_tech,Munch Museum to stay closed well into 2005,Oslo #39;s Munch Museum could remain closed until June 2005 while officials upgrade its security system following a brazen daylight robbery in August of two Edvard Munch masterpieces.
train,103,2,AGN-TRAIN-004533,4533,4,sci_tech,NASA prepares to catch a falling star sample,NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval of a descending space capsule.
train,103,2,AGN-TRAIN-005803,5803,4,sci_tech,NASA prepares to catch a falling star sample,NASA #39;s three-year effort to bring some genuine star dust back to Earth is set for a dramatic finale Sept. 8 when Hollywood helicopter pilots will attempt a midair retrieval of a descending space capsule.
train,104,2,AGN-TRAIN-061492,61492,4,sci_tech,NASA Says Switches May Have Caused Genesis Crash,"Problems with switches aboard NASA #39;s Genesis solar probe may have kept its parachute from opening, which led to the craft #39;s crash-landing in the Utah desert, the US space agency said."
train,104,2,AGN-TRAIN-069884,69884,4,sci_tech,NASA says switches may have caused Genesis crash,"Problems with switches aboard NASA #39;s Genesis solar probe may have kept its parachute from opening, which led to the craft #39;s crash-landing in the Utah desert, the US space agency said."
train,105,2,AGN-TRAIN-118634,118634,4,sci_tech,NASA Spacecraft Tracks Global Air Pollution,"A NASA spacecraft has begun the first-ever daily tracking of how air pollution moves across the globe, a scientist at NASA #39;s Jet Propulsion Laboratory said on Wednesday."
train,105,2,AGN-TRAIN-118642,118642,4,sci_tech,NASA spacecraft tracks global air pollution,"A NASA spacecraft has begun the first-ever daily tracking of how air pollution moves across the globe, a scientist at NASA #39;s Jet Propulsion Laboratory said on Wednesday."
train,106,2,AGN-TRAIN-071913,71913,4,sci_tech,New Crop of Portable Players Nips at IPod (AP),"AP - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop."
train,106,2,AGN-TRAIN-072255,72255,4,sci_tech,New Crop of Portable Players Nips at iPod (AP),"AP - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop."
train,107,2,AGN-TRAIN-004879,4879,4,sci_tech,Oracle moves to monthly patching schedule,"Weeks after coming under criticism for sitting on patches for multiple holes in its database software, Oracle Corp. has announced that it is moving to a monthly patch release schedule."
train,107,2,AGN-TRAIN-004914,4914,4,sci_tech,Oracle moves to monthly patching schedule,"Weeks after coming under criticism for sitting on patches for multiple holes in its database software, Oracle Corp. has announced that it is moving to a monthly patch release schedule."
train,108,2,AGN-TRAIN-002536,2536,4,sci_tech,Pakistan Mobile Phone Firms Vie for Pent-Up Demand,"ISLAMABAD (Reuters) - Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low."
train,108,2,AGN-TRAIN-003387,3387,4,sci_tech,Pakistan Mobile Phone Firms Vie for Pent-Up Demand,"ISLAMABAD (Reuters) - Tens of thousands of Pakistanis endured hours of stifling heat this week to accept an offer of free mobile phone connections, a sign of the pent-up demand in a country where cell phone usage has remained low."
train,109,2,AGN-TRAIN-074863,74863,4,sci_tech,Photo: XM's portable satellite radio,XM Satellite Radio Holdings introduced a handheld portable version of its satellite radio.
train,109,2,AGN-TRAIN-114941,114941,4,sci_tech,Photo: XM's portable satellite radio,XM Satellite Radio Holdings introduced a handheld portable version of its satellite radio.
train,110,2,AGN-TRAIN-073176,73176,4,sci_tech,PluggedIn: The OQO Is Not Just Another Handheld Device,"SAN FRANCISCO (Reuters) - A full-fledged Windows XP computer that's a fraction of the size of a laptop seems like the answer to the digerati's prayers, but the praise greeting the OQO Model 01 has been decidedly muted."
train,110,2,AGN-TRAIN-073601,73601,4,sci_tech,PluggedIn: the OQO Is Not Just Another Handheld Device,"SAN FRANCISCO (Reuters) - A full-fledged Windows XP computer that's a fraction of the size of a laptop seems like the answer to the digerati's prayers, but the praise greeting the OQO Model 01 has been decidedly muted."
train,111,2,AGN-TRAIN-101030,101030,4,sci_tech,PRODUCT REVIEW: MSN's WebTV Grows Up (AP),"AP - During the dot-com boom, people who didn't want to miss out on the Web and e-mail craze but didn't want to buy a real computer could get WebTV, which delivered the Internet through the warm, friendly glow of their TV sets."
train,111,2,AGN-TRAIN-103593,103593,4,sci_tech,Product Review: MSN's WebTV Grows Up (AP),"AP - During the dot-com boom, people who didn't want to miss out on the Web and e-mail craze but didn't want to buy a real computer could get WebTV, which delivered the Internet through the warm, friendly glow of their TV sets."
train,112,2,AGN-TRAIN-005029,5029,4,sci_tech,RealNetworks Doesn #39;t Rock,"NEW YORK - It #39;s never a smart move to pick a public fight with Apple Computer, and it #39;s doubly unwise if that fight involves the iPod in some way."
train,112,2,AGN-TRAIN-006110,6110,4,sci_tech,RealNetworks Doesn #39;t Rock,"NEW YORK - It #39;s never a smart move to pick a public fight with Apple Computer, and it #39;s doubly unwise if that fight involves the iPod in some way."
train,113,2,AGN-TRAIN-102666,102666,4,sci_tech,Researchers Develop 3-D Phone Technology,"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble"
train,113,2,AGN-TRAIN-102804,102804,4,sci_tech,Researchers develop 3-D phone technology,"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble"
train,114,2,AGN-TRAIN-034920,34920,4,sci_tech,Revamped eMusic Targets Indie Market (AP),"AP - Nearly a year since it was sold by Vivendi Universal to private investors, online retailer eMusic has undergone a facelift that includes a panel of music critics to help users comb its trove of independent music."
train,114,2,AGN-TRAIN-035165,35165,4,sci_tech,Revamped EMusic Targets Indie Market (AP),"AP - Nearly a year since it was sold by Vivendi Universal to private investors, online retailer eMusic has undergone a facelift that includes a panel of music critics to help users comb its trove of independent music."
train,115,2,AGN-TRAIN-074966,74966,4,sci_tech,Review: A Flat Panel That's Also Deep (AP),"AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot."
train,115,2,AGN-TRAIN-075197,75197,4,sci_tech,Review: a Flat Panel That's Also Deep (AP),"AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot."
