stage,duplicate_type,document_id,class_index,category,title,description,duplicate_key
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-071444,4,sci_tech,Ancient baby bird fossil found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell.","ancient baby bird fossil found in china || the fossil of what may be one of the earliest baby birds has been found in northeast china. the fossil, estimated at 121 million years old, is curled up as though still in its shell."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-107524,4,sci_tech,Apple Launches ITunes Music Store in Canada,"SAN FRANCISCO (Reuters) - Apple Computer Inc. on Thursday launched its iTunes online music store in Canada, the 14th country in which the popular service is available.","apple launches itunes music store in canada || san francisco (reuters) - apple computer inc. on thursday launched its itunes online music store in canada, the 14th country in which the popular service is available."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-107600,4,sci_tech,Apple Launches iTunes Music Store in Canada,"SAN FRANCISCO (Reuters) - Apple Computer Inc. on Thursday launched its iTunes online music store in Canada, the 14th country in which the popular service is available.","apple launches itunes music store in canada || san francisco (reuters) - apple computer inc. on thursday launched its itunes online music store in canada, the 14th country in which the popular service is available."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-004301,4,sci_tech,Apple Recalls PowerBook Batteries,"Apple Computer this week launched a voluntary worldwide 15-inch PowerBook G4 battery exchange program to deal with 28,000 potentially faulty units.","apple recalls powerbook batteries || apple computer this week launched a voluntary worldwide 15-inch powerbook g4 battery exchange program to deal with 28,000 potentially faulty units."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005699,4,sci_tech,Apple Recalls PowerBook Batteries,"Apple Computer this week launched a voluntary worldwide 15-inch PowerBook G4 battery exchange program to deal with 28,000 potentially faulty units.","apple recalls powerbook batteries || apple computer this week launched a voluntary worldwide 15-inch powerbook g4 battery exchange program to deal with 28,000 potentially faulty units."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-045693,4,sci_tech,AT amp;T Cuts Internet Phone Service Prices,"AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit.","at amp;t cuts internet phone service prices || at amp;t corp. is trimming the price of its new internet-based telephone service for the second time in six months, prompting a top rival to follow suit."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-045745,4,sci_tech,AT amp;T cuts Internet phone service prices,"AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit.","at amp;t cuts internet phone service prices || at amp;t corp. is trimming the price of its new internet-based telephone service for the second time in six months, prompting a top rival to follow suit."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-004211,4,sci_tech,AT amp;T strikes VoIP deals with cable,"In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers.","at amp;t strikes voip deals with cable || in an attempt to spark growth in its net phone service, at amp;t has turned to cable companies to pitch the technology to more consumers."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-006240,4,sci_tech,AT amp;T strikes VoIP deals with cable,"In an attempt to spark growth in its Net phone service, AT amp;T has turned to cable companies to pitch the technology to more consumers.","at amp;t strikes voip deals with cable || in an attempt to spark growth in its net phone service, at amp;t has turned to cable companies to pitch the technology to more consumers."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-025848,1,world,Australians 'kidnapped' in Iraq,Australia is investigating reports that two of its citizens have been taken hostage by militants in Iraq.,australians 'kidnapped' in iraq || australia is investigating reports that two of its citizens have been taken hostage by militants in iraq.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-025956,1,world,Australians 'kidnapped' in Iraq,Australia is investigating reports that two of its citizens have been taken hostage by militants in Iraq.,australians 'kidnapped' in iraq || australia is investigating reports that two of its citizens have been taken hostage by militants in iraq.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-037993,3,business,Bank of America bases unit in Hub,Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high-level jobs here.,bank of america bases unit in hub || bank of america corp. confirmed yesterday it will locate its wealth management division in boston and said it will move about 100 high-level jobs here.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-038059,3,business,Bank of America bases unit in Hub,Bank of America Corp. confirmed yesterday it will locate its wealth management division in Boston and said it will move about 100 high-level jobs here.,bank of america bases unit in hub || bank of america corp. confirmed yesterday it will locate its wealth management division in boston and said it will move about 100 high-level jobs here.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-012987,2,sports,Birgit Fischer wins second medal in kayak,"Birgit Fischer settled for silver, leaving the 42-year-old Olympian with two medals in two days against decidedly younger competition.","birgit fischer wins second medal in kayak || birgit fischer settled for silver, leaving the 42-year-old olympian with two medals in two days against decidedly younger competition."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-013108,2,sports,Birgit Fischer Wins Second Medal in Kayak,"Birgit Fischer settled for silver, leaving the 42-year-old Olympian with two medals in two days against decidedly younger competition.","birgit fischer wins second medal in kayak || birgit fischer settled for silver, leaving the 42-year-old olympian with two medals in two days against decidedly younger competition."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-001936,1,world,Blast in Gaza Home of Hamas Man Kills 4 - Medics,"GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said.","blast in gaza home of hamas man kills 4 - medics || gaza (reuters) - an explosion tore through the home of a senior hamas militant in gaza on wednesday, killing at least four people and wounding him and about a dozen other palestinians, medics said."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-001966,1,world,Blast in Gaza Home of Hamas Man Kills 4 - Medics,"GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday, killing at least four people and wounding him and about a dozen other Palestinians, medics said.","blast in gaza home of hamas man kills 4 - medics || gaza (reuters) - an explosion tore through the home of a senior hamas militant in gaza on wednesday, killing at least four people and wounding him and about a dozen other palestinians, medics said."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-037314,3,business,"Blue Chips Drop, Oil Reaches \$49 a Barrel",NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from U.S. government reserves as too small to make up for supply disruptions caused by Hurricane Ivan.,"blue chips drop, oil reaches \$49 a barrel || new york (reuters) - u.s. blue-chip stocks fell on thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from u.s. government reserves as too small to make up for supply disruptions caused by hurricane ivan."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-037375,3,business,"Blue Chips Drop, Oil Reaches \$49 a Barrel",NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from U.S. government reserves as too small to make up for supply disruptions caused by Hurricane Ivan.,"blue chips drop, oil reaches \$49 a barrel || new york (reuters) - u.s. blue-chip stocks fell on thursday and crude oil prices touched \$49 a barrel as traders saw a possible oil loan from u.s. government reserves as too small to make up for supply disruptions caused by hurricane ivan."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-108781,3,business,Boeing Changes Management in Key Division,"Boeing Co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its European rival Airbus SAS.","boeing changes management in key division || boeing co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its european rival airbus sas."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-109018,3,business,Boeing Changes Management in Key Division,"Boeing Co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its European rival Airbus SAS.","boeing changes management in key division || boeing co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its european rival airbus sas."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-004951,4,sci_tech,Brazil tribe prove words count,"When it comes to counting, a remote Amazonian tribespeople have been found to be lost for words. Researchers discovered the Piraha tribe of Brazil, with a population of 200, have no words beyond one, two and many.","brazil tribe prove words count || when it comes to counting, a remote amazonian tribespeople have been found to be lost for words. researchers discovered the piraha tribe of brazil, with a population of 200, have no words beyond one, two and many."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005853,4,sci_tech,Brazil tribe prove words count,"When it comes to counting, a remote Amazonian tribespeople have been found to be lost for words. Researchers discovered the Piraha tribe of Brazil, with a population of 200, have no words beyond one, two and many.","brazil tribe prove words count || when it comes to counting, a remote amazonian tribespeople have been found to be lost for words. researchers discovered the piraha tribe of brazil, with a population of 200, have no words beyond one, two and many."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-047828,2,sports,Brock Berlin Guides Miami (Fla.) Past Georgia Tech,ATLANTA (Sports Network) - Brock Berlin threw a career-high three touchdown passes to lead No. 4 Miami-Florida to an easy 27-3 win over Georgia Tech in ACC action at Bobby Dodd Stadium.,brock berlin guides miami (fla.) past georgia tech || atlanta (sports network) - brock berlin threw a career-high three touchdown passes to lead no. 4 miami-florida to an easy 27-3 win over georgia tech in acc action at bobby dodd stadium.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-047842,2,sports,Brock Berlin Guides Miami (Fla.) Past Georgia Tech,ATLANTA (Sports Network) - Brock Berlin threw a career-high three touchdown passes to lead No. 4 Miami-Florida to an easy 27-3 win over Georgia Tech in ACC action at Bobby Dodd Stadium.,brock berlin guides miami (fla.) past georgia tech || atlanta (sports network) - brock berlin threw a career-high three touchdown passes to lead no. 4 miami-florida to an easy 27-3 win over georgia tech in acc action at bobby dodd stadium.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-101461,4,sci_tech,Chicago to Sell City-Related Items on eBay (AP),"AP - City officials hope there are people willing to pay plenty of money to own a vintage Playboy Bunny costume, toss green dye into the Chicago River or throw a dinner party prepared by Oprah Winfrey's chef.","chicago to sell city-related items on ebay (ap) || ap - city officials hope there are people willing to pay plenty of money to own a vintage playboy bunny costume, toss green dye into the chicago river or throw a dinner party prepared by oprah winfrey's chef."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-102091,4,sci_tech,Chicago to Sell City-Related Items on EBay (AP),"AP - City officials hope there are people willing to pay plenty of money to own a vintage Playboy Bunny costume, toss green dye into the Chicago River or throw a dinner party prepared by Oprah Winfrey's chef.","chicago to sell city-related items on ebay (ap) || ap - city officials hope there are people willing to pay plenty of money to own a vintage playboy bunny costume, toss green dye into the chicago river or throw a dinner party prepared by oprah winfrey's chef."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-104794,2,sports,"College Basketball: Kansas, Oklahoma State Win","LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse.","college basketball: kansas, oklahoma state win || lawrence, kan. (sports network) - wayne simien scored 14 points with 10 rebounds to lead no. 2 kansas over nevada, 85-52, at allen fieldhouse."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-104812,2,sports,"College Basketball: Kansas, Oklahoma State Win","LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse.","college basketball: kansas, oklahoma state win || lawrence, kan. (sports network) - wayne simien scored 14 points with 10 rebounds to lead no. 2 kansas over nevada, 85-52, at allen fieldhouse."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-062603,4,sci_tech,Do Good! Win a Prize!,"While Nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?","do good! win a prize! || while nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. do they do the job?"
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-063330,4,sci_tech,Do Good! Win a Prize!,"While Nobel Prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?","do good! win a prize! || while nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. do they do the job?"
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005135,3,business,Dollar Up Vs. Most Except Yen,"NEW YORK (Reuters) - The dollar rose against almost every one of its main counterparts except the yen on Friday, as technically focused investors shifted positions and considered the implications of spiking oil prices.","dollar up vs. most except yen || new york (reuters) - the dollar rose against almost every one of its main counterparts except the yen on friday, as technically focused investors shifted positions and considered the implications of spiking oil prices."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005161,3,business,Dollar Up Vs. Most Except Yen,"NEW YORK (Reuters) - The dollar rose against almost every one of its main counterparts except the yen on Friday, as technically focused investors shifted positions and considered the implications of spiking oil prices.","dollar up vs. most except yen || new york (reuters) - the dollar rose against almost every one of its main counterparts except the yen on friday, as technically focused investors shifted positions and considered the implications of spiking oil prices."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-003941,2,sports,Doping Casts Shadow Over Olympics -- Again,"ATHENS (Reuters) - Five weightlifters were banned from the Olympics after failing drugs tests, officials said on Thursday, as doping scandals continued to dominate the first week of the Games.","doping casts shadow over olympics -- again || athens (reuters) - five weightlifters were banned from the olympics after failing drugs tests, officials said on thursday, as doping scandals continued to dominate the first week of the games."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-003957,2,sports,Doping Casts Shadow Over Olympics -- Again,"ATHENS (Reuters) - Five weightlifters were banned from the Olympics after failing drugs tests, officials said on Thursday, as doping scandals continued to dominate the first week of the Games.","doping casts shadow over olympics -- again || athens (reuters) - five weightlifters were banned from the olympics after failing drugs tests, officials said on thursday, as doping scandals continued to dominate the first week of the games."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-095121,4,sci_tech,Duffield: Oracle's skewing facts on stock sales,"PeopleSoft's CEO fires back at rival, saying it's wrong about his stock transactions. Both companies scramble ahead of Friday deadline.","duffield: oracle's skewing facts on stock sales || peoplesoft's ceo fires back at rival, saying it's wrong about his stock transactions. both companies scramble ahead of friday deadline."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-095226,4,sci_tech,Duffield: Oracle's skewing facts on stock sales,"PeopleSoft's CEO fires back at rival, saying it's wrong about his stock transactions. Both companies scramble ahead of Friday deadline.","duffield: oracle's skewing facts on stock sales || peoplesoft's ceo fires back at rival, saying it's wrong about his stock transactions. both companies scramble ahead of friday deadline."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-013158,4,sci_tech,Duke Welcomes Freshmen With New IPods (AP),"AP - Newly arrived Duke University freshmen got something considerably snazzier than the usual Blue Devils T-shirts and ball caps: Their goodie bags included a free iPod digital music player engraved with the school's crest and the words ""Class of 2008.""","duke welcomes freshmen with new ipods (ap) || ap - newly arrived duke university freshmen got something considerably snazzier than the usual blue devils t-shirts and ball caps: their goodie bags included a free ipod digital music player engraved with the school's crest and the words ""class of 2008."""
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-013480,4,sci_tech,Duke Welcomes Freshmen With New iPods (AP),"AP - Newly arrived Duke University freshmen got something considerably snazzier than the usual Blue Devils T-shirts and ball caps: Their goodie bags included a free iPod digital music player engraved with the school's crest and the words ""Class of 2008.""","duke welcomes freshmen with new ipods (ap) || ap - newly arrived duke university freshmen got something considerably snazzier than the usual blue devils t-shirts and ball caps: their goodie bags included a free ipod digital music player engraved with the school's crest and the words ""class of 2008."""
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-094479,3,business,"Dulles, BWI Consider Security Shift",Officials at Dulles International and Baltimore-Washington International airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors.,"dulles, bwi consider security shift || officials at dulles international and baltimore-washington international airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-094518,3,business,"Dulles, BWI Consider Security Shift",Officials at Dulles International and Baltimore-Washington International airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors.,"dulles, bwi consider security shift || officials at dulles international and baltimore-washington international airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-004861,4,sci_tech,EA game #39;Madden #39; tops 1.3 million first week,"quot;Madden NFL 2005, quot; the latest version of Electronic Arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said Thursday, citing internal figures.","ea game #39;madden #39; tops 1.3 million first week || quot;madden nfl 2005, quot; the latest version of electronic arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said thursday, citing internal figures."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-006381,4,sci_tech,EA game #39;Madden #39; tops 1.3 million first week,"quot;Madden NFL 2005, quot; the latest version of Electronic Arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said Thursday, citing internal figures.","ea game #39;madden #39; tops 1.3 million first week || quot;madden nfl 2005, quot; the latest version of electronic arts #39; pro football video game franchise, sold more than 1.3 million copies in its first week of release, the company said thursday, citing internal figures."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-050639,2,sports,Earnhardt Bounced from Top Spot in NASCAR Standings,"DAYTONA BEACH, Florida (Sports Network) - NASCAR driver Dale Earnhardt Jr. has been fined \$10,000 for cursing during a TV interview following his win at Talladega Superspeedway.","earnhardt bounced from top spot in nascar standings || daytona beach, florida (sports network) - nascar driver dale earnhardt jr. has been fined \$10,000 for cursing during a tv interview following his win at talladega superspeedway."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-050730,2,sports,Earnhardt Bounced from Top Spot in NASCAR Standings,"DAYTONA BEACH, Florida (Sports Network) - NASCAR driver Dale Earnhardt Jr. has been fined \$10,000 for cursing during a TV interview following his win at Talladega Superspeedway.","earnhardt bounced from top spot in nascar standings || daytona beach, florida (sports network) - nascar driver dale earnhardt jr. has been fined \$10,000 for cursing during a tv interview following his win at talladega superspeedway."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-051364,2,sports,Earnhardt Fined for Checkered Language,"Dale Earnhardt Jr. cursed on a nationally televised Nascar broadcast on Sunday, and it cost him the lead in a close race for the Nextel Cup drivers championship.","earnhardt fined for checkered language || dale earnhardt jr. cursed on a nationally televised nascar broadcast on sunday, and it cost him the lead in a close race for the nextel cup drivers championship."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-051599,2,sports,Earnhardt fined for checkered language,"Dale Earnhardt Jr. cursed on a nationally televised NASCAR broadcast on Sunday, and it cost him the lead in a close race for the Nextel Cup drivers championship.","earnhardt fined for checkered language || dale earnhardt jr. cursed on a nationally televised nascar broadcast on sunday, and it cost him the lead in a close race for the nextel cup drivers championship."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-094094,4,sci_tech,EBay Agrees to Limit Racial Slurs on Auction Site (Reuters),Reuters - Internet auction house eBay Inc.\said on Wednesday it would limit the use of racial slurs after\U.S. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.,ebay agrees to limit racial slurs on auction site (reuters) || reuters - internet auction house ebay inc.\said on wednesday it would limit the use of racial slurs after\u.s. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-094647,4,sci_tech,eBay Agrees to Limit Racial Slurs on Auction Site (Reuters),Reuters - Internet auction house eBay Inc.\said on Wednesday it would limit the use of racial slurs after\U.S. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.,ebay agrees to limit racial slurs on auction site (reuters) || reuters - internet auction house ebay inc.\said on wednesday it would limit the use of racial slurs after\u.s. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-111612,4,sci_tech,EU wants to make Internet safe for children,The European Union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the Internet.,eu wants to make internet safe for children || the european union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the internet.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-111630,4,sci_tech,EU Wants to Make Internet Safe for Children,The European Union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the Internet.,eu wants to make internet safe for children || the european union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the internet.
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005288,3,business,Fact and Comment (Forbes.com),"Forbes.com - The news from Iran is grim. This islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible Iraq--is clearly on the cusp of becoming a nuclear power. The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ...","fact and comment (forbes.com) || forbes.com - the news from iran is grim. this islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible iraq--is clearly on the cusp of becoming a nuclear power. the clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. tehran announced in july that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-009267,3,business,Fact and Comment (Forbes.com),"Forbes.com - The news from Iran is grim. This Islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible Iraq--is clearly on the cusp of becoming a nuclear power. The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ...","fact and comment (forbes.com) || forbes.com - the news from iran is grim. this islamic dictatorship--the biggest source of terrorist training and financing in the world and the nation that's doing all it can to stir up trouble in already combustible iraq--is clearly on the cusp of becoming a nuclear power. the clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. tehran announced in july that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. ..."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-002112,3,business,"Fall Season Looks Solid for Retailers, But Holidays Could Be Another Story","Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings.","fall season looks solid for retailers, but holidays could be another story || against a background of lackluster retail sales in june and july, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-002219,3,business,"Fall Season Looks Solid for Retailers, but Holidays Could Be Another Story","Against a background of lackluster retail sales in June and July, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings.","fall season looks solid for retailers, but holidays could be another story || against a background of lackluster retail sales in june and july, analysts and merchants still predict a decent, possibly strong, fall selling season for clothes, accessories and home furnishings."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-083427,2,sports,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium.","fifth-ranked wisconsin beats minnesota || madison, wisconsin (sports network) - john stocco ran for two touchdowns and threw for another score to lead fifth-ranked wisconsin to a 38-14 win over minnesota in the big ten conference at camp randall stadium."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-083434,2,sports,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium.","fifth-ranked wisconsin beats minnesota || madison, wisconsin (sports network) - john stocco ran for two touchdowns and threw for another score to lead fifth-ranked wisconsin to a 38-14 win over minnesota in the big ten conference at camp randall stadium."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-052589,3,business,"Finally, a Boeing-Airbus Showdown",The European jetmaker has long skirted subsidy rules. Now Washington #39;s WTO complaint will drag that abuse into the light of day.,"finally, a boeing-airbus showdown || the european jetmaker has long skirted subsidy rules. now washington #39;s wto complaint will drag that abuse into the light of day."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-053306,3,business,"Finally, A Boeing-Airbus Showdown",The European Jetmaker Has Long Skirted Subsidy Rules. Now Washington #39;s WTO Complaint Will Drag That Abuse Into The Light Of Day.,"finally, a boeing-airbus showdown || the european jetmaker has long skirted subsidy rules. now washington #39;s wto complaint will drag that abuse into the light of day."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-072205,2,sports,Fish beats Hernych at St. Petersburg,"Olympic silver medalist Mardy Fish beat Jan Hernych of the Czech Republic 6-2, 6-4 Monday to reach the second round of the St. Petersburg Open.","fish beats hernych at st. petersburg || olympic silver medalist mardy fish beat jan hernych of the czech republic 6-2, 6-4 monday to reach the second round of the st. petersburg open."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-073022,2,sports,Fish Beats Hernych at St. Petersburg,"Olympic silver medalist Mardy Fish beat Jan Hernych of the Czech Republic 6-2, 6-4 Monday to reach the second round of the St. Petersburg Open.","fish beats hernych at st. petersburg || olympic silver medalist mardy fish beat jan hernych of the czech republic 6-2, 6-4 monday to reach the second round of the st. petersburg open."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005028,4,sci_tech,Flaws and a Delay for XP SP2,"Just one day after Microsoft delayed the delivery of its Windows XP Service Pack 2 (XP SP2) update for the Professional Edition, a German research firm announced the discovery of two security flaws in the application.","flaws and a delay for xp sp2 || just one day after microsoft delayed the delivery of its windows xp service pack 2 (xp sp2) update for the professional edition, a german research firm announced the discovery of two security flaws in the application."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-007825,4,sci_tech,Flaws and a Delay for XP SP2,"Just one day after Microsoft delayed the delivery of its Windows XP Service Pack 2 (XP SP2) update for the Professional Edition, a German research firm announced the discovery of two security flaws in the application.","flaws and a delay for xp sp2 || just one day after microsoft delayed the delivery of its windows xp service pack 2 (xp sp2) update for the professional edition, a german research firm announced the discovery of two security flaws in the application."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-053877,2,sports,Furcal shows no leniency for Astros,"Rafael Furcal could be in jail. Instead, he was at Turner Field on Thursday sparking an Atlanta Braves team desperate to avoid another October meltdown.","furcal shows no leniency for astros || rafael furcal could be in jail. instead, he was at turner field on thursday sparking an atlanta braves team desperate to avoid another october meltdown."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-053904,2,sports,Furcal Shows No Leniency for Astros,"Rafael Furcal could be in jail. Instead, he was at Turner Field on Thursday sparking an Atlanta Braves team desperate to avoid another October meltdown.","furcal shows no leniency for astros || rafael furcal could be in jail. instead, he was at turner field on thursday sparking an atlanta braves team desperate to avoid another october meltdown."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-093192,3,business,GM to Close Van Factory In Baltimore,"General Motors Corp. said yesterday that it will shut its 70-year-old van factory in southeast Baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off.","gm to close van factory in baltimore || general motors corp. said yesterday that it will shut its 70-year-old van factory in southeast baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-093256,3,business,GM to Close Van Factory In Baltimore,"General Motors Corp. said yesterday that it will shut its 70-year-old van factory in southeast Baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off.","gm to close van factory in baltimore || general motors corp. said yesterday that it will shut its 70-year-old van factory in southeast baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off."
sebelum_cleaning,same_label_duplicate,AGN-TRAIN-005213,4,sci_tech,Google #39;s ups and downs,"Google #39;s long-awaited public offering finally made it to the street, but the search is still on for Microsoft #39;s Windows update.","google #39;s ups and downs || google #39;s long-awaited public offering finally made it to the street, but the search is still on for microsoft #39;s windows update."
