document_id,title,description,content,date,category,link,duplicate_type,dataset,class_index,split
AGN-TRAIN-043896,Official: MLB to Move Expos to Washington,"WASHINGTON - Richard Nixon was president and man was still making trips to the moon the last time the word ""Washington"" appeared in the major league baseball standings. On Opening Day, April 4, 2005, look for the nation's capital to return...",,,world,,normalized_title_description,AG News Train,1.0,train
AGN-TRAIN-044638,Agere Adjusts For Soft Demand,"Facing soft demand from major customers, semiconductor and software specialist Agere Systems said it will lay off 500 people and close three facilities to cut costs.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-044948,Justice Dept. Opens Fannie Criminal Probe,"NEW YORK (Reuters) - The Justice Department has opened an investigation of possible accounting fraud at Fannie Mae, The Wall Street Journal reported on Thursday, after a federal regulator said the mortgage giant may have manipulated its earnings targets.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-045745,AT amp;T cuts Internet phone service prices,"AT amp;T Corp. is trimming the price of its new Internet-based telephone service for the second time in six months, prompting a top rival to follow suit.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-046770,Microsoft tests MSN Messenger 7.0,"A select group of testers next week will get an early look at MSN Messenger 7.0, the next version of Microsoft #39;s popular instant messaging client.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-047842,Brock Berlin Guides Miami (Fla.) Past Georgia Tech,ATLANTA (Sports Network) - Brock Berlin threw a career-high three touchdown passes to lead No. 4 Miami-Florida to an easy 27-3 win over Georgia Tech in ACC action at Bobby Dodd Stadium.,,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-048231,SanDisk flashes new memory cards,"SanDisk this week announced a series of CF (CompactFlash) cards that double the read and write speeds of its fastest flash cards available today, as well as an 8GB version of its Ultra II CF Type 1 flash memory card.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-049351,Supreme Court Sidesteps Credit Card Dispute,MasterCard and Visa no longer can block banks from issuing credit cards from competitors after the Supreme Court declined to hear their appeal Monday.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-050730,Earnhardt Bounced from Top Spot in NASCAR Standings,"DAYTONA BEACH, Florida (Sports Network) - NASCAR driver Dale Earnhardt Jr. has been fined \$10,000 for cursing during a TV interview following his win at Talladega Superspeedway.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-051599,Earnhardt fined for checkered language,"Dale Earnhardt Jr. cursed on a nationally televised NASCAR broadcast on Sunday, and it cost him the lead in a close race for the Nextel Cup drivers championship.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-053306,"Finally, A Boeing-Airbus Showdown",The European Jetmaker Has Long Skirted Subsidy Rules. Now Washington #39;s WTO Complaint Will Drag That Abuse Into The Light Of Day.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-053904,Furcal Shows No Leniency for Astros,"Rafael Furcal could be in jail. Instead, he was at Turner Field on Thursday sparking an Atlanta Braves team desperate to avoid another October meltdown.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-060108,Smaller Can Be Better (Except When It's Not),Stores are stocked with an abundance of featherweight gadgets. But some of these tiny gadgets raise a new question: How small is too small?,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-061450,'e-Junk' Recycling Still in Its Infancy (AP),"AP - When Office Depot, Inc. stores ran an electronics recycling drive last summer that accepted everything from cell phones to televisions, some stores were overwhelmed by the amount of e-trash they received.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-062519,What if a Sales Tax Were the Only Tax?,"Does replacing personal income and payroll taxes with a national sales tax, an idea President Bush has shown interest in, help the U.S. tax system?",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-062903,Relentless Els Seals Record Sixth Match Play Title,"VIRGINIA WATER, England (Reuters) - Ernie Els beat Lee Westwood 2 1 in a gripping final at Wentworth Sunday to win a record sixth World Match Play Championship and claim the biggest first Prize in golf.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-063330,Do Good! Win a Prize!,"While Nobel Prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-063737,"Kmart appoints Lewis new CEO, president","The retailing company Kmart Holding Corp. has appointed Aylwin Lewis, formerly an executive at the restaurant operator Yum Brands Inc.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-065383,MOURINHO CONFIDENT OVER STRIKE DUO,Jose Mourinho believes he has enough firepower in Eidur Gudjohnsen and Mateja Kezman to see off the challenge of CSKA Moscow in the Champions League at Stamford Bridge.,,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-068709,Review: Local PC Search Not Perfect (AP),"AP - If you want to find a needle of information in the seemingly endless haystack that is the Web, just punch a few words into your favorite Internet search engine. But if you want to pull up a file from your PC's hard drive, good luck.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-069883,Scientists: New Planets May Take Longer,It may take much longer than scientists have thought for violent turbulence to turn grains of space dust into new planets. A NASA telescope recently discovered evidence that,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-069884,NASA says switches may have caused Genesis crash,"Problems with switches aboard NASA #39;s Genesis solar probe may have kept its parachute from opening, which led to the craft #39;s crash-landing in the Utah desert, the US space agency said.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-069906,Ohio State Routs Indiana,"COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 161 yards and two touchdowns, leading the Ohio State Buckeyes to a commanding 30-7 victory over the Indiana Hoosiers in Big Ten action from Ohio Stadium.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-071444,Ancient baby bird fossil found in China,"The fossil of what may be one of the earliest baby birds has been found in northeast China. The fossil, estimated at 121 million years old, is curled up as though still in its shell.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-071815,'Grand Theft Auto' Seen Breaking Games Sales Record,"NEW YORK (Reuters) - When the violent video game ""Grand Theft Auto: San Andreas"" hits stores on Tuesday, its sales could eclipse Hollywood's most successful films, even as it draws the ire of critics.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-072110,"John Deere, iRobot Team Up to Make Robot (AP)","AP - In a trailblazing pairing of robotics and tractor companies, iRobot and John Deere announced plans Monday to build a 9-foot-long semi-autonomous battlefield vehicle.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-072255,New Crop of Portable Players Nips at iPod (AP),"AP - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-073022,Fish Beats Hernych at St. Petersburg,"Olympic silver medalist Mardy Fish beat Jan Hernych of the Czech Republic 6-2, 6-4 Monday to reach the second round of the St. Petersburg Open.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-073601,PluggedIn: the OQO Is Not Just Another Handheld Device,"SAN FRANCISCO (Reuters) - A full-fledged Windows XP computer that's a fraction of the size of a laptop seems like the answer to the digerati's prayers, but the praise greeting the OQO Model 01 has been decidedly muted.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-073972,Lockheed Martin Profit Jumps 41 in Quarter,Lockheed Martin Corp. yesterday reported a 41 percent increase in profit during its third quarter as fighter jet and information technology demand continued to drive growth.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-075197,Review: a Flat Panel That's Also Deep (AP),"AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-076999,AGASSI ADVANCES,Andre Agassi advanced to the quarter-finals of the Stockholm Open with a comfortable 6-3 6-4 victory over 1997 champion Jonas Bjorkman of Sweden.,,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-078597,Voters Checking Out Other Sides #39; Sites,Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-079606,Study: Firefox still gaining on Internet Explorer,"Alternative Web browsers Mozilla and Firefox experienced another month of growth at the expense of Microsoft #39;s dominant Internet Explorer, according to an online study.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-081758,Scientists close in on source of cosmic rays,An international team of astronomers believe they have solved a mystery that has been perplexing scientists for 100 years -- the origin of cosmic rays.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-082406,Munch Museum to stay closed well into 2005,Oslo #39;s Munch Museum could remain closed until June 2005 while officials upgrade its security system following a brazen daylight robbery in August of two Edvard Munch masterpieces.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-083434,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-084756,8 EBay Sellers Admit to Phony Bids (AP),"AP - Eight eBay sellers were ordered to pay nearly #36;90,000 in restitution and fines after admitting they bid up products online to inflate the prices.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-085356,NBA Wrap: Mavericks Come Back to Beat Golden State,DALLAS (Sports Network) - Dirk Nowitzki scored 25 points and grabbed 10 rebounds as the Dallas Mavericks overcame an early 17-point deficit for a 101-98 overtime victory against Golden State at American Airlines Center.,,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-087770,Thousands in Kashmir Protest Alleged Rape,Police in Kashmir fired tear gas and used batons Wednesday to disperse thousands of people protesting the alleged rape of a woman and her daughter by soldiers.,,,world,,normalized_title_description,AG News Train,1.0,train
AGN-TRAIN-089616,"Registers ring, stores are listening","Consumers shrugged off rising energy costs and kept spending in October, boosting retail sales and supporting forecasts of a solid holiday season ahead for retailers.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-089667,"Vote Fraud Theories, Spread by Blogs, Are Quickly Buried","Some Web logs were swift to provide dark theories about the presidential election, but others were just as quick to debunk them.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-089884,US to build wireless network for future warfare (AFP),"AFP - The Pentagon, which invented the precursor to the internet 40 years ago, has laid the first connections for a secure, wireless information network that proponents say will fundamentally transform warfare, a US newspaper reported.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-091123,Top-Ranked USC Beats UCLA to Finished Season Undefeated,"LOS ANGELES (Sports Network) - Reggie Bush ran for 204 yards and a pair of long touchdowns as No. 1 Southern California edged UCLA, 29-24, in a regular season-ending Pac-10 showdown between cross-town rivals at the Rose Bowl.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-093256,GM to Close Van Factory In Baltimore,"General Motors Corp. said yesterday that it will shut its 70-year-old van factory in southeast Baltimore next year, confirming a closure that some 1,100 workers have long expected but that state officials had hoped to stave off.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-094518,"Dulles, BWI Consider Security Shift",Officials at Dulles International and Baltimore-Washington International airports said they are considering the replacement of federal airport screeners at security checkpoints with workers employed by private contractors.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-094647,eBay Agrees to Limit Racial Slurs on Auction Site (Reuters),Reuters - Internet auction house eBay Inc.\said on Wednesday it would limit the use of racial slurs after\U.S. city officials complained the offensive terms were being\used to advertise lawn jockeys and other antiques.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-095226,Duffield: Oracle's skewing facts on stock sales,"PeopleSoft's CEO fires back at rival, saying it's wrong about his stock transactions. Both companies scramble ahead of Friday deadline.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-096472,Let the Handheld Games Begin,It #39;s the fight computer gamers have been waiting for. But the latest duel between wise old master Nintendo and challenger Sony is not taking place on a TV screen.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-102091,Chicago to Sell City-Related Items on EBay (AP),"AP - City officials hope there are people willing to pay plenty of money to own a vintage Playboy Bunny costume, toss green dye into the Chicago River or throw a dinner party prepared by Oprah Winfrey's chef.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-102804,Researchers develop 3-D phone technology,"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-103593,Product Review: MSN's WebTV Grows Up (AP),"AP - During the dot-com boom, people who didn't want to miss out on the Web and e-mail craze but didn't want to buy a real computer could get WebTV, which delivered the Internet through the warm, friendly glow of their TV sets.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-104812,"College Basketball: Kansas, Oklahoma State Win","LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse.",,,sports,,normalized_title_description,AG News Train,2.0,train
AGN-TRAIN-105683,US Upholds Tariffs on Shrimp Imports,"The Bush administration on Tuesday upheld the imposition of penalty tariffs on shrimp imports from China and Vietnam, handing a victory to beleaguered US shrimp producers.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-107523,3 Former Kmart Execs Charged with Fraud,WASHINGTON (Reuters) - Three former Kmart executives and representatives of several major vendors were charged on Thursday with fraudulently accounting for \$24 million of profit before the retailer filed for bankruptcy in 2002.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-107600,Apple Launches iTunes Music Store in Canada,"SAN FRANCISCO (Reuters) - Apple Computer Inc. on Thursday launched its iTunes online music store in Canada, the 14th country in which the popular service is available.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-109018,Boeing Changes Management in Key Division,"Boeing Co. changed management of its commercial aircraft division yesterday, replacing the head of the sales team after losing several competitions to its European rival Airbus SAS.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-111630,EU Wants to Make Internet Safe for Children,The European Union has launched a 45 million euro (\$60 million) plan to protect children from pornography and racist sites when they surf the Internet.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-112284,Microsoft Helps in Bogus Degrees Case,"Some sleuthing by software giant Microsoft Corp. helped track down two brothers who authorities say sold bogus college degrees over the Internet, including an MBA that was issued to a housecat.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-114941,Photo: XM's portable satellite radio,XM Satellite Radio Holdings introduced a handheld portable version of its satellite radio.,,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-118642,NASA spacecraft tracks global air pollution,"A NASA spacecraft has begun the first-ever daily tracking of how air pollution moves across the globe, a scientist at NASA #39;s Jet Propulsion Laboratory said on Wednesday.",,,sci_tech,,normalized_title_description,AG News Train,4.0,train
AGN-TRAIN-118680,"US Airways, Flight Attendants Closer to Deal","The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday.",,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TRAIN-119221,Lilly Warns Doctors on Strattera Use,The drug maker Eli Lilly amp; Co. said Friday it is warning doctors to stop using its attention deficit disorder drug Strattera in patients with jaundice or laboratory evidence of liver injury.,,,business,,normalized_title_description,AG News Train,3.0,train
AGN-TEST-001127,It #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-002020,#39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-002175,Iraq #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-002390,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-002545,It #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-002727,Microsoft #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-003140,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-003180,Japan #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-003265,Iraq #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-003322,#39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-003387,AT amp,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-003501,Cambodia #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-003563,Oracle #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-003598,#39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-003631,Johnson amp,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-003688,McDonald #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-003855,#39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-003857,IBM #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-003867,Jimenez ends Langer #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-003871,It #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-004072,S amp,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-004201,#39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-004204,AT amp,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-004232,Cisco #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-004247,World #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-004570,Oracle #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-004822,S amp,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-004831,Cambodia #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-004838,#39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-004871,It #39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-004943,Oracle #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-005025,Arafat #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-005152,Microsoft amp,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-005192,Arafat #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-005254,#39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-005277,IBM #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-005280,IBM #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-005290,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-005347,Fed #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-005494,Arafat #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-005515,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-005527,#39,,,,sports,,normalized_title_description,AG News Test,2.0,test
AGN-TEST-005725,Lowe #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-005753,S amp,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-005871,Microsoft #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-006196,Arafat #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-006236,McDonald #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-006286,#39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-006386,Iran #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-006458,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-006466,#39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-006503,France #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-006558,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-006644,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-006727,#39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-006978,#39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-007104,Arafat #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-007179,Saddam #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-007186,UK #39,,,,business,,normalized_title_description,AG News Test,3.0,test
AGN-TEST-007269,Saddam #39,,,,world,,normalized_title_description,AG News Test,1.0,test
AGN-TEST-007389,Apple #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
AGN-TEST-007498,NASA #39,,,,sci_tech,,normalized_title_description,AG News Test,4.0,test
