document_id,category,dataset,scenario_code,scenario_name,text,word_count
KMP-02594,tekno,Kompas,K1,Title,asus rilis laptop copilot pc baru ke indonesia ada zenbook duo 2 layar,13
KMP-02595,global,Kompas,K1,Title,trump ancam penjarakan jurnalis as yang bocorkan info f 15 jatuh di iran,13
KMP-02596,money,Kompas,K1,Title,promo alfamart murah banget 22 28 mei 2026 rinso 1 4 kg turun harga,14
KMP-02597,money,Kompas,K1,Title,manus ai meta dan nasib platform digital indonesia,8
KMP-02598,tekno,Kompas,K1,Title,mouse dell ini punya fitur fingerprint bisa login pakai sidik jari langsung,12
KMP-02599,global,Kompas,K1,Title,hormuz 2026 dan alarm ketahanan energi indonesia,7
KMP-02600,bola,Kompas,K1,Title,daftar lengkap penghargaan individu avc champions league 2026 noumory keita raih gelar mvp,13
KMP-02601,bola,Kompas,K1,Title,tvri matangkan mekanisme nobar dan hadirkan legenda sepak bola indonesia di siaran piala dunia 2026,15
KMP-02602,bola,Kompas,K1,Title,jadwal veda ega pratama di moto3 2026 aksi berlanjut di catalunya,11
KMP-02603,money,Kompas,K1,Title,ojk kredit rakyat bunga 5 persen harus tetap sehat,9
KMP-02604,global,Kompas,K1,Title,trump dan xi jinping akan bertemu pekan depan apa yang perlu diketahui,12
KMP-02605,tekno,Kompas,K1,Title,instagram uji fitur lihat ig stories tanpa ketahuan,8
KMP-02606,bola,Kompas,K1,Title,kemenkum tegaskan larangan pembajakan siaran olahraga pelanggar terancam tindakan hukum,10
KMP-02607,tekno,Kompas,K1,Title,bagaimana industri film hollywood mulai menggunakan ai di balik layar,10
KMP-02608,money,Kompas,K1,Title,buka sertifikasi ahli k3 umum menaker kualitas tak boleh dikorbankan,10
KMP-02609,global,Kompas,K1,Title,8 juta warga turun ke jalan demo no kings jadi alarm demokrasi di as,14
KMP-02610,global,Kompas,K1,Title,geram lebanon diserang terus menhan pakistan sebut israel kutukan kemanusiaan,10
KMP-02611,bola,Kompas,K1,Title,asa juara persija masih hidup mauricio akui ada masalah besar,10
KMP-02612,money,Kompas,K1,Title,bki gandeng pln indonesia power jajaki kerja sama dekarbonisasi,9
KMP-02613,money,Kompas,K1,Title,denda telat lapor spt tahunan pribadi dan batas waktu pelaporannya,10
KMP-02614,money,Kompas,K1,Title,gandeng brin semen indonesia manfaatkan riset untuk produk rendah karbon,10
KMP-02615,tekno,Kompas,K1,Title,openai tambah fitur workspace agents chatgpt bisa jalankan tugas otomatis,10
KMP-02616,money,Kompas,K1,Title,garuda indonesia gelar gotf 2026 ada 200 000 kursi penerbangan dengan diskon tiket,13
KMP-02617,bola,Kompas,K1,Title,gagal di piala aff u17 2026 pelatih thailand mengundurkan diri,10
KMP-02618,money,Kompas,K1,Title,update harga emas pegadaian 1 mei 2026 cek rincian galeri 24 dan ubs,13
KMP-02619,money,Kompas,K1,Title,promo alfamart jsm 22 24 mei 2026 soklin pewangi refill cuma rp 9 500,14
KMP-02620,tekno,Kompas,K1,Title,perusahaan pembuat jira dan trello phk 1 600 karyawan demi investasi ai,12
KMP-02621,bola,Kompas,K1,Title,man united mulai bangkit cunha sebut carrick seperti ferguson,9
KMP-02622,global,Kompas,K1,Title,iran tuntut ganti rugi perang rp 4 265 triliun desak as israel tanggung jawab,14
KMP-02623,money,Kompas,K1,Title,cetak laba rp 68 miliar itsec asia cybr tak bagi dividen demi ekspansi bisnis,14
KMP-02624,global,Kompas,K1,Title,pasukan as sudah siap serang iran lagi tinggal tunggu perintah,10
KMP-02625,bola,Kompas,K1,Title,pengamat sorot mentalitas timnas u17 indonesia saat tertinggal,8
KMP-02626,global,Kompas,K1,Title,meski hubungan memanas kanselir jerman ogah berpaling dari trump,9
KMP-02627,money,Kompas,K1,Title,rincian tarif listrik per 1 mei 2026 untuk semua golongan pelanggan pln,12
KMP-02628,bola,Kompas,K1,Title,alasan john herdman andalkan pemain lokal di piala aff 2026,10
KMP-02629,money,Kompas,K1,Title,telat lapor spt wajib pajak bisa kena denda hingga rp 1 juta,12
KMP-02630,tekno,Kompas,K1,Title,bixby makin pintar kini bisa pahami perintah kompleks di perangkat rumah samsung,12
KMP-02631,tekno,Kompas,K1,Title,trump bertemu xi jinping pekan ini ceo apple dan nvidia ikut mendampingi,12
KMP-02632,money,Kompas,K1,Title,long weekend jumlah penumpang whoosh tembus 75 097 orang,9
KMP-02633,bola,Kompas,K1,Title,alasan oxford united terdegradasi piala presiden salah satunya,8
KMP-02634,tekno,Kompas,K1,Title,ai bikin banyak orang kehilangan kerja ini janji bos openai,10
KMP-02635,bola,Kompas,K1,Title,michael carrick buka suara soal status permanennya di man united,10
KMP-02636,money,Kompas,K1,Title,mengintip sejarah rupiah 1997 1998,5
KMP-02637,tekno,Kompas,K1,Title,bocoran desain samsung galaxy z fold 8 bentuk mirip jeroan diupgrade,11
KMP-02638,bola,Kompas,K1,Title,hasil drawing thailand open 2026 nasib baik leo daniel dan sabar reza,12
KMP-02639,tekno,Kompas,K1,Title,hasil dan klasemen mpl s17 regular season week 3 rrq masih juru kunci,13
KMP-02640,money,Kompas,K1,Title,prabowo tegaskan apbn untuk jaga ekonomi di tengah krisis,9
KMP-02641,bola,Kompas,K1,Title,lamine yamal akhiri musim lebih cepat belum tutup jalan ke piala dunia 2026,13
KMP-02642,global,Kompas,K1,Title,cerita ramadhan di maroko tarawih lanjut usai sahur,8
KMP-02643,bola,Kompas,K1,Title,bojan hodak singung dampak pemain asing ke persaingan super league,10
KMP-02644,tekno,Kompas,K1,Title,apa itu juice jacking modus baru yang bisa curi data dari charger publik,13
KMP-02645,global,Kompas,K1,Title,bos nasa usulkan pluto kembali dihitung sebagai planet,8
KMP-02646,bola,Kompas,K1,Title,jadwal persija vs persis fabio calonego buka rahasia tembakan roket,10
KMP-02647,global,Kompas,K1,Title,iran bantah klaim trump soal keretakan kepemimpinan,7
KMP-02648,tekno,Kompas,K1,Title,teka teki satoshi nakamoto sosok pencipta bitcoin mulai terungkap,9
KMP-02649,tekno,Kompas,K1,Title,google rilis gemini omni ai yang bisa edit video lewat chat,11
KMP-02650,global,Kompas,K1,Title,hubungan rusia china makin mesra saat as dan iran berperang,10
KMP-02651,money,Kompas,K1,Title,harga emas antam hari ini 14 mei stabil di rp 2 839 juta per gram cek daftar lengkapnya,18
KMP-02652,tekno,Kompas,K1,Title,iphone 5 resmi pensiun,4
KMP-02653,bola,Kompas,K1,Title,hasil ac milan vs atalanta 2 3 alarm menyala di san siro,12
KMP-02654,tekno,Kompas,K1,Title,indonet tunjuk donauly situmorang sebagai ceo baru,7
KMP-02655,global,Kompas,K1,Title,eropa mulai patuh usai diancam trump pangkalan militer dibuka untuk as,11
KMP-02656,bola,Kompas,K1,Title,sanksi tegas real madrid tchouameni dan valverde didenda rp 10 2 miliar,12
KMP-02657,bola,Kompas,K1,Title,link live streaming persijap vs borneo fc di super league 2025 2026,12
KMP-02658,bola,Kompas,K1,Title,hasil real madrid vs real oviedo 2 0 kekompakan los blancos mulai kembali,13
KMP-02659,money,Kompas,K1,Title,harga emas dunia bangkit investor disarankan cermati suku bunga dan inflasi,11
KMP-02660,global,Kompas,K1,Title,tanpa melibatkan as koalisi 40 negara cari cara buka selat hormuz,11
KMP-02661,global,Kompas,K1,Title,xi jinping peringatkan trump jangan rusak hubungan as dan china,10
KMP-02662,tekno,Kompas,K1,Title,mark zuckerberg luncurkan meta small business perluas ai ke level ukm,11
KMP-02663,global,Kompas,K1,Title,hasrat monetisasi selat malaka tapi gagal fokus mengelola alki,9
KMP-02664,global,Kompas,K1,Title,warga iran mulai belajar cara menembak jaga jaga lawan as,10
KMP-02665,money,Kompas,K1,Title,kinerja moncer laba jayamas medica industri omed tumbuh 35 4 persen,11
KMP-02666,tekno,Kompas,K1,Title,infinix hot 70 resmi di indonesia harga mulai rp 2 jutaan,11
KMP-02667,tekno,Kompas,K1,Title,restrukturisasi meta phk 8 000 karyawan dan pindahkan 7 000 pegawai ke divisi ai,14
KMP-02668,tekno,Kompas,K1,Title,studi chatgpt health sering bilang tidak darurat padahal pasien harus ke igd,12
KMP-02669,money,Kompas,K1,Title,rupiah terancam tembus rp 18 000 per dollar as ihsg dibayangi tekanan berat,13
KMP-02670,money,Kompas,K1,Title,ihsg sesi 1 ditutup menguat tipis 3 saham big caps masih tertekan,12
KMP-02671,tekno,Kompas,K1,Title,babak baru dagang ri as produk amerika bebas tkdn tarif dipangkas,11
KMP-02672,global,Kompas,K1,Title,pasien hantavirus di spanyol tunjukkan gejala seperti apa,8
KMP-02673,bola,Kompas,K1,Title,enggan pensiun usai piala dunia 2026 didier deschamps berpeluang latih italia,11
KMP-02674,global,Kompas,K1,Title,ada hubungan saling membutuhkan di balik pertemuan putin dan xi jinping,11
KMP-02675,money,Kompas,K1,Title,investor wall street tunggu data inflasi dan pertemuan trump xi jinping,11
KMP-02676,bola,Kompas,K1,Title,sejarah manis persib di era liga 1 dua kali kalahkan persija dalam semusim,13
KMP-02677,money,Kompas,K1,Title,pemerintah tambah bantuan pangan di masa el nino isinya beras 10 kg,12
KMP-02678,bola,Kompas,K1,Title,bos sassuolo puji setinggi langit performa jay idzes di liga italia,11
KMP-02679,global,Kompas,K1,Title,tolak perpanjang gencatan senjata trump beri sinyal perang dengan iran akan berakhir,12
KMP-02680,money,Kompas,K1,Title,bei angkat bicara soal dugaan fraud telkom tlkm,8
KMP-02681,tekno,Kompas,K1,Title,melihat penampilan huawei mate x7 calon ponsel lipat baru di indonesia,11
KMP-02682,tekno,Kompas,K1,Title,23 daftar harga iphone second rp 7 juta rp 10 jutaan cocok buat lebaran 2026,15
KMP-02683,global,Kompas,K1,Title,aksi heroik pemuda selamatkan sopir truk terbakar sempat ucap perpisahan ke ibu,12
KMP-02684,global,Kompas,K1,Title,misteri kematian dan hilangnya 10 ilmuwan top as ada kejadian tak biasa,12
KMP-02685,money,Kompas,K1,Title,harga minyak dunia melemah jelang pertemuan trump xi masih di atas 100 dollar as,14
KMP-02686,tekno,Kompas,K1,Title,5 fitur samsung galaxy a57 5g yang bikin main game lebih ngebut,12
KMP-02687,bola,Kompas,K1,Title,presiden como fabregas bebas pergi ke chelsea jika dia mau,10
KMP-02688,money,Kompas,K1,Title,soal investasi di goto danantara harap bisa hasilkan profit,9
KMP-02689,bola,Kompas,K1,Title,psim tahan imbang persija van gastel puas laskar mataram hentikan tren negatif,12
KMP-02690,bola,Kompas,K1,Title,panggil kembali neymar ancelotti percaya brasil bisa juara piala dunia 2026,11
KMP-02691,global,Kompas,K1,Title,trump incar sosok ini jadi pemimpin baru iran siapkan skenario suksesi rezim,12
KMP-02692,global,Kompas,K1,Title,apakah perang iran vs israel as bisa jadi pintu menuju perang dunia ketiga,13
KMP-02693,tekno,Kompas,K1,Title,harga redmi pad 2 redmi pad 2 pro redmi pad 2 4g di indonesia mulai rp 2 jutaan ini spesifikasinya,20
KMP-02694,money,Kompas,K1,Title,tanpa teknologi carbon capture dme batu bara dinilai berisiko tambah emisi,11
KMP-02695,global,Kompas,K1,Title,jepang berencana pakai robot humanoid untuk jadi petugas bandara,9
KMP-02696,bola,Kompas,K1,Title,daftar sanksi komdis pssi untuk bhayangkara fc u20 usai insiden di stadion citarum,13
KMP-02697,global,Kompas,K1,Title,putin bertemu xi jinping di beijing apa saja yang dibahas,10
KMP-02698,bola,Kompas,K1,Title,julian nagelsmann jelaskan alasan manuel neuer kembali jadi kiper utama jerman,11
KMP-02699,bola,Kompas,K1,Title,persipura vs adhyaksa fc berakhir ricuh wasit uzbekistan sempat tertahan di dalam stadion,13
KMP-02700,bola,Kompas,K1,Title,persib tak mau bahas perayaan juara masih ada 90 menit,10
KMP-02701,bola,Kompas,K1,Title,skenario persib untuk kubur mimpi juara persija,7
KMP-02702,global,Kompas,K1,Title,muak perang berkepanjangan 1 juta warga tuntut uni eropa akhiri hubungan dengan israel,13
KMP-02703,bola,Kompas,K1,Title,kata kata kurniawan dy usai timnas u17 indonesia tersingkir dari piala asia u17 2026,14
KMP-02704,global,Kompas,K1,Title,delegasi qatar diam diam ke teheran turun tangan perundingan iran as,11
KMP-02705,tekno,Kompas,K1,Title,android 17 bawa fitur baru tahan buka aplikasi 10 detik agar tak kecanduan medsos,14
KMP-02706,bola,Kompas,K1,Title,pelatih vietnam sebut laga lawan timnas u17 indonesia berat,9
KMP-02707,global,Kompas,K1,Title,serang pangkalan as 4 000 km jauhnya iran unjuk gigi senjata rahasia,12
KMP-02708,bola,Kompas,K1,Title,pepanah muda unjuk gigi di kudus tumbuhkan cinta panah dari sekolah,11
KMP-02709,money,Kompas,K1,Title,libur 1 3 mei 2026 kai tambah 4 perjalanan krl jogja solo pp total 31 per hari,17
KMP-02710,money,Kompas,K1,Title,promo indomaret diskon susu dan perlengkapan balita,7
KMP-02711,bola,Kompas,K1,Title,april jadi petaka arsenal man city siap rebut puncak liga inggris,11
KMP-02712,money,Kompas,K1,Title,saham inco merah ritel masih layak serok,7
KMP-02713,bola,Kompas,K1,Title,line up borneo fc vs malut united adu tajam david da silva dan peralta,14
KMP-02714,bola,Kompas,K1,Title,prakiraan line up bayern muenchen vs psg di liga champions,10
KMP-02715,bola,Kompas,K1,Title,southampton didiskualifikasi dari play off promosi imbas skandal mata mata,10
KMP-02716,bola,Kompas,K1,Title,striker west ham sentil arsenal dan wasit liga inggris soal gol yang dianulir,13
KMP-02717,tekno,Kompas,K1,Title,50 link twibbon nyepi 2026 gratis kirim pesan damai untuk orang tersayang,12
KMP-02718,tekno,Kompas,K1,Title,openai rilis gpt 5 4 cyber ai khusus buat temukan celah keamanan siber,13
KMP-02719,bola,Kompas,K1,Title,skuad timnas u17 indonesia di piala asia 2026 ada 3 pemain diaspora,12
KMP-02720,global,Kompas,K1,Title,iran disebut tembaki kapal tanker usai selat hormuz tutup lagi,10
KMP-02721,bola,Kompas,K1,Title,as roma vs lazio gasperini tak risau jadwal derby della capitale kacau,12
KMP-02722,tekno,Kompas,K1,Title,ini dia sosok di balik ilovepdf situs populer untuk ubah file ke pdf,13
KMP-02723,money,Kompas,K1,Title,libur panjang selesai 161 805 kendaraan sudah kembali ke jabotabek,10
KMP-02724,tekno,Kompas,K1,Title,50 link twibbon hari kartini 2026 gratis cocok untuk foto profil dan status wa,14
KMP-02725,money,Kompas,K1,Title,restitusi pajak diperketat djp evaluasi wajib pajak risiko rendah,9
KMP-02726,bola,Kompas,K1,Title,garuda baru wakili indonesia di street child world cup 2026,10
KMP-02727,tekno,Kompas,K1,Title,bos samsung cara orang indonesia pilih hp kini berubah ai sepenting kamera,12
KMP-02728,money,Kompas,K1,Title,harga minyak dunia turun ke level terendah dalam dua pekan,10
KMP-02729,bola,Kompas,K1,Title,perez bergerak cepat ini jadwal real madrid umumkan jose mourinho,10
KMP-02730,money,Kompas,K1,Title,pelita air tawarkan diskon restoran hingga daybed gratis lewat boarding pass,11
KMP-02731,global,Kompas,K1,Title,standar ganda nuklir dan pertanyaan peradaban,6
KMP-02732,money,Kompas,K1,Title,purbaya sindir ekonom yang ragukan pertumbuhan ekonomi kok malah tumbuh kencang,11
KMP-02733,bola,Kompas,K1,Title,ini jadwal comeback dan lawan conor mcgregor di ufc 329,10
KMP-02734,bola,Kompas,K1,Title,finis keenam di super league musim ini malut united petik banyak pelajaran,12
KMP-02735,bola,Kompas,K1,Title,jadwal dan susunan pemain indonesia vs thailand di piala thomas kejutan fajar joaquin,13
KMP-02736,tekno,Kompas,K1,Title,bos instagram main ig 16 jam sehari bukan kecanduan,9
KMP-02737,bola,Kompas,K1,Title,5 bintang yang siap bersinar di piala dunia 2026 siapa saja,11
KMP-02738,global,Kompas,K1,Title,cara china diam diam menopang iran di tengah perang dan sanksi as,12
KMP-02739,global,Kompas,K1,Title,militer iran siap hadapi as jika lanjut perang punya cara dan alat baru,13
KMP-02740,tekno,Kompas,K1,Title,lokasi kapal induk perancis terungkap gara gara kru upload strava,10
KMP-02741,money,Kompas,K1,Title,kai dan jasa raharja beri santunan korban tabrakan argo bromo krl ini besarannya,13
KMP-02742,money,Kompas,K1,Title,cara cek bansos kemensos mei 2026 ini daftar bantuan yang cair,11
KMP-02743,money,Kompas,K1,Title,manajemen taksi green sm dan djka diperiksa polda metro jaya,10
KMP-02744,bola,Kompas,K1,Title,sosok yang ada di pikiran mikel arteta usai bawa arsenal ke final liga champions,14
KMP-02745,tekno,Kompas,K1,Title,ini dia bird of prey drone pembasmi drone yang bisa kejar dan hancurkan target sendiri,15
KMP-02746,bola,Kompas,K1,Title,jelang arsenal vs fulham arteta singgung psg dan bayern muenchen,10
KMP-02747,global,Kompas,K1,Title,tembakan warnai jamuan makan malam gedung putih keamanan dipertanyakan,9
KMP-02748,bola,Kompas,K1,Title,marc klok perjuangan persib tak boleh antiklimaks,7
KMP-02749,money,Kompas,K1,Title,hut ke 54 bluebird bird beri diskon tarif taksi 54 persen,11
KMP-02750,bola,Kompas,K1,Title,sekjen pssi berharap timnas indonesia juara piala aff u19 2026,10
KMP-02751,global,Kompas,K1,Title,ketika penggembala kambing nyaris bongkar pangkalan rahasia israel di gurun irak,11
KMP-02752,tekno,Kompas,K1,Title,update harga hp samsung 7 april 2026 model flagship naik hingga rp 3 juta,14
KMP-02753,tekno,Kompas,K1,Title,real racing 3 masuk tikungan terakhir gamer indonesia tak rela,10
KMP-02754,tekno,Kompas,K1,Title,berlomba layani 5g saat kurang spektrum,6
KMP-02755,tekno,Kompas,K1,Title,proyek metaverse tamat meta tutup dunia vr horizon worlds,9
KMP-02756,tekno,Kompas,K1,Title,youtube down global pengguna indonesia tak bisa akses beranda,9
KMP-02757,tekno,Kompas,K1,Title,harga terbaru hp vivo per 17 maret 2026 ada yang cuma rp 1 jutaan,14
KMP-02758,bola,Kompas,K1,Title,buru rekan jay idzes di sassuolo ac milan tawarkan wonderkid italia,11
KMP-02759,global,Kompas,K1,Title,ngebet akhiri perang trump kehabisan kartu untuk paksa iran tunduk,10
KMP-02760,money,Kompas,K1,Title,bi siapkan insentif klm agar bunga kredit tak naik agresif,10
KMP-02761,global,Kompas,K1,Title,as iran disebut akan berunding pekan depan 2 pesawat as telah tiba di pakistan,14
KMP-02762,money,Kompas,K1,Title,daftar kereta ekonomi new generation mei 2026 kursi sudah rebahan cek rute lengkapnya,13
KMP-02763,money,Kompas,K1,Title,trump masih aktif main saham saat jadi presiden kekayaan naik tajam,11
KMP-02764,tekno,Kompas,K1,Title,honor magic v6 resmi hp lipat tipis dengan baterai 7 150 mah,12
KMP-02765,money,Kompas,K1,Title,emiten bakrie bnbr tumbuh 19 02 persen pada kuartal i 2026,11
KMP-02766,money,Kompas,K1,Title,ihsg jumat 22 5 diprediksi rawan koreksi ritel bisa cermati saham tlkm cpin hingga hmsp,15
KMP-02767,money,Kompas,K1,Title,cara cek penerima pip mei 2026 lewat hp bisa langsung lihat status pencairan,13
KMP-02768,tekno,Kompas,K1,Title,bi lobi apple pusat agar qris tap bisa diakses pengguna iphone indonesia,12
KMP-02769,bola,Kompas,K1,Title,marc klok tegaskan persib harus juara dengan kualitas,8
KMP-02770,bola,Kompas,K1,Title,timnas u17 indonesia punya potensi tetapi terkendala konsistensi,8
KMP-02771,tekno,Kompas,K1,Title,chatgpt ramai dipakai untuk belajar indonesia masuk jajaran teratas,9
KMP-02772,tekno,Kompas,K1,Title,sering pakai ai bikin brain fry apa itu,8
KMP-02773,bola,Kompas,K1,Title,legenda pesan haru lamine yamal untuk robert lewandowski,8
KMP-02774,global,Kompas,K1,Title,tuntut keadilan kematian bocah 5 tahun suku aborigin bentrok dengan polisi,11
KMP-02775,money,Kompas,K1,Title,ojk blokir 33 252 rekening bank yang terindikasi judol,9
KMP-02776,tekno,Kompas,K1,Title,whatsapp bisa disadap jarak jauh ini cara menghentikannya segera,9
KMP-02777,tekno,Kompas,K1,Title,bukan hp gadget ai pertama bikinan openai di luar dugaan,10
KMP-02778,money,Kompas,K1,Title,bca dan bni sesuaikan jadwal operasional selama libur kenaikan yesus kristus simak perubahannya,13
KMP-02779,bola,Kompas,K1,Title,persija vs persib sarat gengsi pengamat sebut mentalitas jadi kunci,10
KMP-02780,money,Kompas,K1,Title,ihsg hari ini dibuka melemah ke level 6 968 57,10
KMP-02781,money,Kompas,K1,Title,purbaya ungkap skema pengawasan dsi kemenkeu ikut dilibatkan,8
KMP-02782,global,Kompas,K1,Title,negara teluk mulai panik karena as makin melempem terhadap iran,10
KMP-02783,global,Kompas,K1,Title,iran tepis rumor mojtaba khamenei menghilang dilaporkan beri arahan militer,10
KMP-02784,global,Kompas,K1,Title,gabungkan taktik perang era 1980 an dan drone iran cekik jalur minyak dunia,13
KMP-02785,global,Kompas,K1,Title,peringatan who dunia makin berbahaya usai wabah ebola dan hantavirus,10
KMP-02786,global,Kompas,K1,Title,israel kirim iron dome ke uea sinyal aliansi baru di timur tengah,12
KMP-02787,bola,Kompas,K1,Title,persib di ambang hattrick juara tak ada mimpi yang terlalu besar,11
KMP-02788,global,Kompas,K1,Title,diuji serangan iran trump bimbang balas atau tahan diri,9
KMP-02789,money,Kompas,K1,Title,semen indonesia smgr cetak laba naik 88 7 persen per kuartal i 2026,13
KMP-02790,tekno,Kompas,K1,Title,bocoran tampilan xiaomi 17 ultra versi global punya warna eksklusif,10
KMP-02791,bola,Kompas,K1,Title,willem ii kalah di leg 1 play off promosi nathan tjoe a on main penuh,15
KMP-02792,global,Kompas,K1,Title,kapal tanker iran lolos blokade as kini menuju kepulauan riau,10
KMP-02793,bola,Kompas,K1,Title,didekati barcelona joao pedro dipastikan tidak dijual oleh chelsea,9
KMP-02794,bola,Kompas,K1,Title,timnas u17 putri indonesia ke clairefontaine komitmen pssi naikkan standar kualitas timnas,12
KMP-02795,global,Kompas,K1,Title,kapal amfibi dan bayang bayang perang darat di iran,9
KMP-02796,tekno,Kompas,K1,Title,tabel spesifikasi oppo a6s di indonesia harga rp 5 jutaan,10
KMP-02797,tekno,Kompas,K1,Title,google kalah di ma wajib bayar denda rp 202 miliar ke indonesia,12
KMP-02798,money,Kompas,K1,Title,rupiah melemah tekanan ekonomi ke masyarakat menguat,7
KMP-02799,bola,Kompas,K1,Title,skor persib vs psim 1 0 beckham putra bicara satu momen kunci,12
KMP-02800,bola,Kompas,K1,Title,daftar penghargaan super league 2025 2026 borneo fc borong 3 kategori,11
KMP-02801,money,Kompas,K1,Title,ihsg rebound ke 6 113 pada sesi i jumat 22 5 mdka dan hrta melonjak,15
KMP-02802,tekno,Kompas,K1,Title,estetik samsung galaxy s26 ultra kini punya 5 preset warna untuk video log,13
KMP-02803,money,Kompas,K1,Title,besok pengumuman rebalancing msci danantara sebut pasar modal ri makin membaik,11
KMP-02804,global,Kompas,K1,Title,fase baru konflik timur tengah infrastruktur gas jadi target krisis energi makin nyata,13
KMP-02805,bola,Kompas,K1,Title,jadwal sisa arsenal dan man city 3 laga terakhir jadi penentu juara,12
KMP-02806,tekno,Kompas,K1,Title,100 ide ucapan berbuka puasa untuk medsos singkat tapi penuh makna,11
KMP-02807,tekno,Kompas,K1,Title,drama phk 30 000 karyawan oracle e mail pagi buta dan akses diputus total,14
KMP-02808,bola,Kompas,K1,Title,walau juara liga saudi di al nassr ronaldo gagal rebut sepatu emas,12
KMP-02809,global,Kompas,K1,Title,selat hormuz dibuka 2 minggu selama gencatan senjata as iran,10
KMP-02810,tekno,Kompas,K1,Title,update harga hp vivo 31 maret 2026 cek daftar terbarunya,10
KMP-02811,bola,Kompas,K1,Title,pengalaman pertama ubed di piala thomas tak sabar jalani debut,10
KMP-02812,money,Kompas,K1,Title,gaji sering bocor halus cara simpel ini yang lagi ngetren di kalangan anak muda,14
KMP-02813,tekno,Kompas,K1,Title,china buat robot tukang bisa merakit bangunan langsung di orbit,10
KMP-02814,money,Kompas,K1,Title,harga minyak tinggi rupiah tertekan obligasi tenor pendek jadi pilihan menarik,11
KMP-02815,global,Kompas,K1,Title,hampir 2 bulan satu siswa masih hilang dari sekolah iran yang dibom as israel,14
KMP-02816,tekno,Kompas,K1,Title,50 link download gambar hari kartini 2026 keren buat dibagikan di instagram atau status wa,15
KMP-02817,tekno,Kompas,K1,Title,china cuci gudang ram ddr5 di tengah krisis memori global,10
KMP-02818,global,Kompas,K1,Title,ilmuwan as hilang dan tewas beruntun kongres curiga ada operasi asing,11
KMP-02819,bola,Kompas,K1,Title,jadwal persebaya vs persik memburu akhir manis di derbi jatim,10
KMP-02820,bola,Kompas,K1,Title,live motogp catalunya 2026 red flag alex marquez alami crash hebat,11
KMP-02821,bola,Kompas,K1,Title,gagal di piala thomas taufik hidayat buka peluang rombak pelatih pbsi,11
KMP-02822,global,Kompas,K1,Title,iran tegaskan tetap tampil di piala dunia ajukan 10 syarat,10
KMP-02823,tekno,Kompas,K1,Title,cara bikin gambar ucapan idul fitri 2026 keren via ai dan contoh prompt,13
KMP-02824,tekno,Kompas,K1,Title,alarm azan di hp bunyi picu kepanikan di pesawat southwest,10
KMP-02825,tekno,Kompas,K1,Title,meta rilis fitur ai baru bisa bikin foto profil facebook ala film harry potter,14
KMP-02826,money,Kompas,K1,Title,dari dapur mbg ke kopdes pemerintah klaim ekonomi bergerak,9
KMP-02827,tekno,Kompas,K1,Title,xiaomi rilis electric scooter 6 di indonesia harga mulai rp 6 jutaan,12
KMP-02828,global,Kompas,K1,Title,jadi tempat negosiasi as iran pakistan umumkan libur 2 hari,10
KMP-02829,global,Kompas,K1,Title,rusia luncurkan serangan udara ke ukraina 3 tewas 10 luka,10
KMP-02830,tekno,Kompas,K1,Title,bukan hard disk ilmuwan china kini pakai dna untuk simpan data,11
KMP-02831,bola,Kompas,K1,Title,harapan kurniawan dy pemain timnas u17 indonesia bisa tembus ke senior,11
KMP-02832,tekno,Kompas,K1,Title,50 link download gambar hari pendidikan nasional 2026 lengkap dengan foto ki hajar dewantara,14
KMP-02833,bola,Kompas,K1,Title,nadeo argawinata sebut borneo fc superior dan pantas jadi juara,10
KMP-02834,tekno,Kompas,K1,Title,kenal di roblox dua remaja diduga diculik lintas negara,9
KMP-02835,global,Kompas,K1,Title,iran tegaskan komitmennya untuk perdamaian di timur tengah,8
KMP-02836,tekno,Kompas,K1,Title,whatsapp dituding bisa intip chat kita meta digugat,8
KMP-02837,global,Kompas,K1,Title,iran ungkap kondisi terbaru mojtaba khamenei bantah cedera parah,9
KMP-02838,global,Kompas,K1,Title,inggris setujui larangan merokok seumur hidup untuk anak 17 tahun ke bawah,12
KMP-02839,tekno,Kompas,K1,Title,meta sepakat bayar berita news corp rp 850 miliar untuk latih ai,12
KMP-02840,tekno,Kompas,K1,Title,mesin uang baru chatgpt mulai panas menyala di fase uji coba,11
KMP-02841,tekno,Kompas,K1,Title,booyah ramadan 2026 free fire berburu berkah sambil donasi untuk sesama,11
KMP-02842,money,Kompas,K1,Title,musnahkan 466 535 lembar uang palsu bi dilakukan dengan prosedur yang ketat,12
KMP-02843,global,Kompas,K1,Title,trump undur deadline serangan ke iran hingga 6 april klaim itu permintaan teheran,13
KMP-02844,money,Kompas,K1,Title,dirjen bea cukai disebut di sidang suap impor kemenkeu tunggu pembuktian hukum,12
KMP-02845,global,Kompas,K1,Title,tangani hantavirus di pulau terpencil inggris kerahkan pasukan terjun payung,10
KMP-02846,global,Kompas,K1,Title,dokter obesitas 150 kg jadi bahan olok olok padahal stres kerja,11
KMP-02847,tekno,Kompas,K1,Title,50 link twibbon paskah 2026 gratis dan menarik buat dibagikan ke medsos,12
KMP-02848,money,Kompas,K1,Title,rupiah tembus rp 17 400 bi optimalkan intervensi di pasar valas,11
KMP-02849,global,Kompas,K1,Title,trump bidik kesepakatan nuklir dengan iran akankah lebih unggul dari era obama,12
KMP-02850,money,Kompas,K1,Title,robot canggih siap masuk tambang dan kilang minyak indonesia,9
