document_id,category,dataset,scenario_code,scenario_name,component_signature,uses_yake,includes_content,yake_comparison_role,comparison_group,text,word_count,separator_count,split
KMP-02671,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,babak baru dagang ri as produk amerika bebas tkdn tarif dipangkas,11,0,train
KMP-09349,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,telkom perang harga sudah so yesterday kini fokus kualitas layanan,10,0,train
KMP-08911,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kebiasan ini ternyata bisa bikin hp jadi lebih adem,9,0,train
KMP-00024,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,langganan chatgpt go di telkomsel lebih murah begini caranya,9,0,test
KMP-08988,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga dan spesifikasi tablet tecno megapad se di indonesia mulai rp 2 jutaan,13,0,train
KMP-06380,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,12 hp baru di indonesia harga rp 3 6 jutaan edisi januari 2026,13,0,train
KMP-09339,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp sering cepat panas lakukan langkah langkah ini,8,0,train
KMP-05458,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,canggungnya bos openai dan anthropic di atas panggung forum ai ogah gandengan,12,0,train
KMP-09210,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,buka hari ini link dan cara daftar mudik gratis dki jakarta 2026 online,13,0,test
KMP-06715,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,produk as bebas tkdn iphone dan google pixel bisa cepat masuk indonesia,12,0,train
KMP-07942,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pengamat bebas tkdn untuk merek as tidak adil iphone diuntungkan,10,0,train
KMP-02944,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bos xbox phil spencer pensiun dari microsoft diganti bos ai,10,0,test
KMP-01193,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pembebasan tkdn produk as iphone bisa cepat masuk ri dengan harga lebih murah,13,0,validation
KMP-00580,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,smartwatch tangguh amazfit t rex ultra 2 rilis di indonesia ini harganya,12,0,validation
KMP-09845,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link dan cara daftar mudik gratis dki jakarta 2026 online serta syaratnya,12,0,train
KMP-08598,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp bisa mati sendiri otomatis di jam tertentu ini cara mengaturnya,11,0,train
KMP-05946,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,modena rilis timbangan digital canggih bisa baca komposisi badan,9,0,test
KMP-03571,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp hilang atau dicuri ini cara menyelamatkan akun whatsapp di dalamnya,11,0,train
KMP-02965,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tabel spesifikasi infinix note 60 di indonesia harga mulai rp 4 jutaan,12,0,train
KMP-07729,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jarang dipakai 5 fitur google chrome ini bikin kerja jadi ringan,11,0,train
KMP-06353,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ini dia tanggal rilis global keluarga xiaomi 17,8,0,train
KMP-09933,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,nasa longgarkan aturan gadget astronot iphone terbang ke bulan,9,0,train
KMP-04372,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung umumkan bixby versi baru di one ui 8 5,10,0,train
KMP-08528,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iphone air mewah dijual rp 189 jutaan apa istimewanya,9,0,train
KMP-07511,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,asus dan acer setop jualan laptop di negara ini,9,0,validation
KMP-04189,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,amazon rebut takhta walmart patahkan rekor 13 tahun,8,0,train
KMP-07438,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iphone bisa rilis bareng singapura dan pixel resmi masuk indonesia,10,0,train
KMP-05899,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,di balik kecanggihan ai ada peran penting produsen micin dan dudukan toilet,12,0,train
KMP-03691,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kecelakaan pesawat atr 42 di makassar gps tidak akurat sejak awal penerbangan,12,0,train
KMP-01113,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,whatsapp siapkan fitur pesan terjadwal bisa kirim chat otomatis,9,0,test
KMP-04052,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,9 hp baru di indonesia harga rp 1 juta 2 jutaan edisi januari 2026,14,0,test
KMP-06729,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,eks google dokter dan pengacara muda wajib waspada kerjaan rentan diganti ai,12,0,train
KMP-09353,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung bawa ai perplexity ke galaxy s26,7,0,train
KMP-08864,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp lipat moto razr 60 bisa dibeli di ri 25 februari intip spek dan harganya,15,0,train
KMP-04109,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link daftar mudik gratis dishub pasuruan 2026 cek syarat dan jadwalnya,11,0,train
KMP-08174,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,biar gak rugi banget pengguna di as buru buru jual iphone 17 pro max mau ikutan,16,0,validation
KMP-07896,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,mark zuckerberg bantah instagram bikin kecanduan anak ini alasannya,9,0,train
KMP-04786,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,4 hp baru di indonesia harga rp 8 juta rp 20 juta edisi januari 2026,15,0,validation
KMP-07480,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,akhirnya astronot boleh bawa iphone lagi ke luar angkasa,9,0,train
KMP-04285,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cisco perkenalkan chip baru dan agenticops untuk infrastruktur ai terpadu,10,0,train
KMP-09348,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,presiden trump desak netflix pecat direksi susan rice,8,0,validation
KMP-01158,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bos openai setarakan ai dengan makanan manusia selama 20 tahun,10,0,train
KMP-07805,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,60 daftar hp xiaomi redmi yang dapat hyperos 4 berbasis android 17,12,0,train
KMP-00285,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iphone 17 pro max baru 5 bulan dirilis tapi banyak dijual lagi ternyata ini penyebabnya,15,0,train
KMP-02433,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,spesifikasi poco x8 pro max dan x8 pro bocor baterai jadi sorotan,12,0,test
KMP-07451,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,knkt gps pesawat atr 42 yang jatuh di makassar tak akurat sejak berangkat dari yogyakarta,15,0,test
KMP-07387,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,qris tap belum bisa di iphone bi ungkap alasannya,9,0,train
KMP-09405,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,realme 16 series 5g rilis di indonesia bulan depan intip spesifikasinya,11,0,train
KMP-04544,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,indonesia gandeng arm siapkan 15 000 insinyur desain chip,9,0,train
KMP-07417,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,demi bela ai sam altman malah kritik balik manusia,9,0,train
KMP-05172,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,apple bikin casing unik yang bisa langsung konek ke satelit,10,0,train
KMP-07494,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga iphone terbaru februari 2026 iphone 17 turun hingga rp 1 jutaan,13,0,train
KMP-01392,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,strava tambah 5 olahraga baru kini bisa catat padel hingga voli,11,0,train
KMP-09705,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga bitcoin turun lagi efek kebijakan tarif trump,8,0,validation
KMP-03430,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,garmin tren kesehatan bergeser anak muda utamakan kesehatan mental dan detox digital,12,0,train
KMP-07939,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,daftar harga iphone 17 terbaru februari 2026 turun hingga rp 1 jutaan,12,0,train
KMP-01988,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp tecno camon 50 resmi di indonesia bawa baterai 6 500 mah ini harganya,14,0,train
KMP-02073,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kenapa iphone di indonesia tidak bisa qris tap,8,0,train
KMP-06278,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,40 tahun game the legend of zelda perjalanan panjang karakter link yang ikonik,13,0,train
KMP-06665,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,gpu kelas menengah cetak rekor dunia kalahkan kartu grafis flagship nvidia,11,0,train
KMP-06200,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga vivo terbaru 24 februari 2026 turun hingga rp 1 juta,12,0,train
KMP-02768,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bi lobi apple pusat agar qris tap bisa diakses pengguna iphone indonesia,12,0,train
KMP-04491,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp lipat huawei mate x7 rilis 5 maret di indonesia intip spesifikasinya,12,0,train
KMP-09022,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,banyak orang pilih jual lagi iphone 17 pro max mereka ini alasannya,12,0,train
KMP-07290,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bocoran harga game gta vi tembus rp 2 juta,9,0,train
KMP-05452,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,after sales jadi kunci loyalitas konsumen mhi perkuat layanan membership untuk pengguna samsung,13,0,train
KMP-03307,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga hp samsung februari 2026 lengkap mulai rp 1 jutaan,11,0,train
KMP-09221,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bos openai blak blakan era agi sudah dekat kecerdasan dewa menyusul,11,0,validation
KMP-00253,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,apple bikin godzilla raksasa di langit pakai 3 000 drone,10,0,test
KMP-01270,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,microsoft simpan 4 8 tb data dalam kaca bisa bertahan 10 000 tahun,13,0,validation
KMP-06405,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,anthropic bongkar dugaan pencurian ai claude tiga lab china terseret,10,0,train
KMP-00136,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp iqoo 15r resmi bawa baterai besar dan refresh rate tinggi,11,0,train
KMP-08104,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,game rainbow six mobile rilis di indonesia pesaing call of duty mobile,12,0,train
KMP-07340,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tablet asus rog flow z13 kjp bisa dibeli di indonesia harga rp 60 juta,14,0,train
KMP-00430,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,sudah dibuka link pendaftaran mudik jasa marga 2026 cek cara daftarnya,11,0,train
KMP-09161,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,saham ibm anjlok terparah 34 tahun terakhir gara gara ai anthropic,11,0,train
KMP-00172,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link dan cara tukar uang baru lebaran 2026 online via pintar bi,12,0,train
KMP-00311,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,warganet ri ngenes lihat harga ssd naik gila gilaan,9,0,train
KMP-01022,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pesawat tanker au as terbang di wilayah indonesia pengamat tak perlu kaget,12,0,train
KMP-09455,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,itel city 200 resmi di indonesia hp android baterai besar harga rp 1 3 jutaan,15,0,train
KMP-09246,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,komdigi kesepakatan dagang ri as tak batalkan kebijakan publisher rights di indonesia,12,0,train
KMP-07748,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jangan asal bikin password ikuti panduan ini biar akun tidak mudah dibobol,12,0,train
KMP-00815,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp vivo y05 rilis hp rp 1 jutaan kini punya layar 120 hz dan baterai 6 500 mah,18,0,train
KMP-02400,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hp berkamera 200 mp menjamur ini jurus realme 16 series untuk tetap bersaing,13,0,train
KMP-05254,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tws oppo enco air 5 pro resmi baterai bisa awet 54 jam,12,0,test
KMP-03469,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,menggenggam huawei mate x7 hp lipat tipis dan ringan tapi tetap terasa mantap,13,0,validation
KMP-06049,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga oppo terbaru 25 februari 2026 turun rp 300 ribu,11,0,train
KMP-03300,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,materi promosi xbox jadi bumerang perusahaan malah bikin gejolak internal,10,0,train
KMP-00754,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara cepat hapus semua email di gmail yang menumpuk,9,0,train
KMP-06299,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ubisoft batalkan 6 game baru termasuk prince of persia dan assassin's creed mobile,13,0,validation
KMP-04938,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga realme terbaru 25 februari 2026 termurah rp 1 jutaan,11,0,validation
KMP-08337,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara nonton galaxy unpacked 2026 malam ini samsung s26 ultra siap rilis,12,0,validation
KMP-04183,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,saat hujan tak urungkan antusias sambut kelahiran trio samsung s26 di san francisco,13,0,train
KMP-07167,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung galaxy s26 ultra resmi punya layar anti intip dan kamera lebih terang,13,0,test
KMP-03314,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung galaxy s26 dan galaxy s26 plus resmi pertama dengan chip 2nm,12,0,train
KMP-00596,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,resmi ini harga samsung galaxy s26 ultra s26 dan s26 di indonesia,12,0,train
KMP-06437,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tws samsung galaxy buds 4 dan buds 4 pro resmi desain transparan dan batang aluminium,15,0,train
KMP-01330,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pre order samsung s26 s26 plus dan s26 ultra di indonesia dibuka gratis upgrade memory,15,0,train
KMP-03767,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung galaxy s26 ultra hp pertama di dunia dengan layar anti intip bawaan,13,0,train
KMP-08850,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,po samsung galaxy s26 link promo dan daftar harganya,9,0,train
KMP-09063,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,unik sampul majalah edisi terbatas ini bisa dipakai main tetris,10,0,train
KMP-08663,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link po samsung galaxy s26 s26 plus dan s26 ultra buat hp baru lebaran,14,0,train
KMP-06827,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,oppo a6t pro 5g resmi di indonesia baterai bongsor 7 000 mah,12,0,test
KMP-06346,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,spesifikasi dan harga samsung galaxy s26 ultra di indonesia,9,0,train
KMP-05960,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung galaxy s26 ultra akhirnya bisa fast charging 60 watt,10,0,test
KMP-07575,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iphone 17 pro max kemahalan ini hp android alternatif dengan desain mirip,12,0,train
KMP-02480,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iqoo 15r rilis di indonesia hp snapdragon 8 gen 5 harga rp 8 jutaan,14,0,train
KMP-06432,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung galaxy s26 ultra punya layar anti spy gak perlu lagi beli screen guard,14,0,test
KMP-08277,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bill gates akui selingkuh dengan 2 wanita rusia,8,0,train
KMP-08693,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,f5 networks indonesia punya 2 senjata baru untuk tangkal risiko ai,11,0,train
KMP-03910,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,lebaran 2026 trafik internet telkomsel diprediksi tembus 70 85 petabyte,10,0,train
KMP-06911,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara daftar mudik jasa marga 2026 di website resmi kuota terbatas,11,0,train
KMP-07850,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,zuckerberg hubungi ceo apple soal keamanan anak terungkap di sidang,10,0,train
KMP-04120,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,menjajal lenovo yoga slim 7i aura edition laptop ai paling worth it untuk kreator mobile,15,0,train
KMP-05588,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,di balik kecanggihan privacy display layar anti intip samsung s26 ultra,11,0,train
KMP-04377,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara dapat upgrade memori gratis samsung s26 s26 plus dan s26 ultra,12,0,train
KMP-05971,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trio samsung s26 jadi galaxy ai phone generasi ketiga ini 10 fitur barunya,13,0,test
KMP-03656,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara dapat cashback rp 1 juta trade in samsung galaxy s26 s26 plus s26 ultra,15,0,test
KMP-03459,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,rumor gadget ai pertama chatgpt muncul lagi beda dengan sebelumnya,10,0,train
KMP-05090,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hands on samsung s26 ultra langsung di san francisco banyak upgrade yang next level,14,0,train
KMP-02841,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,booyah ramadan 2026 free fire berburu berkah sambil donasi untuk sesama,11,0,validation
KMP-06048,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trio samsung galaxy s26 adalah agentic ai phone bukan ponsel ai biasa,12,0,train
KMP-01064,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ceo samsung asia tenggara jadi pusat pengembangan galaxy ai,9,0,train
KMP-09146,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,youtube premium lite sekarang bisa putar video di background,9,0,train
KMP-06046,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal mpl s17 regular season lengkap 27 maret sampai 24 mei 2026,12,0,train
KMP-07110,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,video intip semua kejutan samsung galaxy s26 ultra,8,0,validation
KMP-00546,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,buka 08 00 wib ini cara tukar uang baru lebaran 2026 via pintar bi untuk luar jawa,17,0,train
KMP-04514,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ini fitur favorit bernadya di samsung galaxy s26 ultra,9,0,train
KMP-09258,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,perplexity rilis ai agent computer pesaing openclaw versi lebih aman,10,0,train
KMP-04745,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,perbedaan spesifikasi samsung galaxy s25 ultra vs s26 ultra,9,0,train
KMP-09645,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,google rilis nano banana 2 bisa render 14 objek dan 5 karakter sekaligus,13,0,train
KMP-07065,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pengantin turki dapat kado pernikahan gpu rtx 5090 seharga rp 90 juta,12,0,train
KMP-02982,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tabel spesifikasi dan harga samsung galaxy s26 di indonesia,9,0,train
KMP-02450,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,huawei watch gt runner 2 meluncur bawa mode maraton kolaborasi eliud kipchoge,12,0,train
KMP-04353,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tabel spesifikasi dan harga samsung galaxy s26 di indonesia,9,0,train
KMP-03872,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,nasib data 280 juta warga indonesia di ujung perjanjian dagang,10,0,train
KMP-05353,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,whatsapp web error jumat pagi pengguna iphone keluhkan gagal login,10,0,train
KMP-01902,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link po samsung galaxy s26 s26 plus dan s26 ultra sudah dibuka cek cara pesannya,15,0,train
KMP-07453,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,game horor resident evil 9 resmi ini harganya di indonesia,10,0,train
KMP-07394,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,genshin impact 6 4 luna v resmi karakter kesatria varka akhirnya bisa dimainkan,13,0,train
KMP-09474,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,3 izin aplikasi android ini diam diam bikin baterai cepat habis,11,0,train
KMP-09445,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,whatsapp web error kini dikeluhkan pengguna android gagal login,9,0,validation
KMP-01269,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,upgrade kamera samsung s26 ultra ini pasti bikin anak konser happy,11,0,train
KMP-04223,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,spesifikasi dan harga infinix note 60 pro di indonesia mulai rp 5 jutaan,13,0,train
KMP-07680,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,netflix mundur dari akuisisi warner bros discovery paramount skydance unggul,10,0,train
KMP-02226,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,spesifikasi minimum game resident evil requiem di pc wajib windows 11 dan ssd,13,0,train
KMP-01703,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kamera trio samsung s26 punya horizontal lock fitur anti goyang 360 derajat,12,0,test
KMP-09186,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bukan sekadar casing 5 hp android ini punya aksesori inovatif,10,0,train
KMP-00771,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,strategi baru meta lepas dari bayang bayang nvidia,8,0,train
KMP-09796,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,setelah error seharian whatsapp web sudah bisa diakses lagi sabtu pagi ini,12,0,train
KMP-03027,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,komdigi batasi fitur login wikipedia indonesia ini sebabnya,8,0,test
KMP-09391,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kata bos chatgpt sebagus apa pun idemu tak ada yang peduli,11,0,train
KMP-07107,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,netflix mundur paramount resmi akuisisi warner bros rp 1 700 triliun,11,0,train
KMP-00225,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,riset idc pasar smartphone 2026 terancam suram,7,0,validation
KMP-01227,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tabel spesifikasi tecno camon 50 di indonesia harga mulai rp 3 jutaan,12,0,train
KMP-07589,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga redmi xiaomi poco terbaru februari 2026 mulai rp 1 jutaan,12,0,train
KMP-09155,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,8 keunggulan samsung galaxy s26 ultra tak cuma layar anti spy,11,0,train
KMP-09693,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,samsung buka jendela lebih lebar nightography galaxy s26 ultra naik level,11,0,train
KMP-02486,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,panggilan masuk di iphone tidak bunyi bisa jadi fitur ini masih aktif,12,0,train
KMP-02896,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,redmi a7 pro resmi di indonesia layar 120 hz baterai 6 000 mah,13,0,test
KMP-06478,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,perbedaan spesifikasi samsung galaxy s25 vs galaxy s26,8,0,train
KMP-03906,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tecno pamer hp modular tambah kamera dan power bank tinggal tempel,11,0,train
KMP-07337,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,youtuber putu reza terkejut malvin sudah prediksi review samsung galaxy s26 ultra,12,0,train
